anchor,anchor-sense,hyponym
tool,tool.n.01,workbench
tool,tool.n.01,moose
tool,tool.n.01,christmas tree
tool,tool.n.01,tumbleweed
tool,tool.n.01,lemonade
tool,tool.n.01,tea
tool,tool.n.01,dynamite
tool,tool.n.01,kite
tool,tool.n.01,bull
tool,tool.n.01,banana
tool,tool.n.01,shortbread
tool,tool.n.01,weasel
tool,tool.n.01,bassoon
tool,tool.n.01,burrito
tool,tool.n.01,cheeseburger
tool,tool.n.01,generator
tool,tool.n.01,jelly bean
tool,tool.n.01,mirror
tool,tool.n.01,cream cheese
tool,tool.n.01,bumper
women's clothing,womens_clothing.n.00,latch
women's clothing,womens_clothing.n.00,duckling
women's clothing,womens_clothing.n.00,puppy
women's clothing,womens_clothing.n.00,mirror
women's clothing,womens_clothing.n.00,highlighter
women's clothing,womens_clothing.n.00,dustpan
women's clothing,womens_clothing.n.00,chain
women's clothing,womens_clothing.n.00,envelope
women's clothing,womens_clothing.n.00,lamb
women's clothing,womens_clothing.n.00,whisk
women's clothing,womens_clothing.n.00,vest
women's clothing,womens_clothing.n.00,elephant
women's clothing,womens_clothing.n.00,lemon
women's clothing,womens_clothing.n.00,backscratcher
women's clothing,womens_clothing.n.00,zebra
women's clothing,womens_clothing.n.00,nut
women's clothing,womens_clothing.n.00,leotard
women's clothing,womens_clothing.n.00,honey
women's clothing,womens_clothing.n.00,bull
women's clothing,womens_clothing.n.00,stretcher
electronic device,electronic_device.n.01,cordon bleu
electronic device,electronic_device.n.01,rabbit
electronic device,electronic_device.n.01,trident
electronic device,electronic_device.n.01,jacket
electronic device,electronic_device.n.01,switch
electronic device,electronic_device.n.01,alligator
electronic device,electronic_device.n.01,swab
electronic device,electronic_device.n.01,elephant
electronic device,electronic_device.n.01,grinder
electronic device,electronic_device.n.01,honey
electronic device,electronic_device.n.01,envelope
electronic device,electronic_device.n.01,sheep
electronic device,electronic_device.n.01,nut
electronic device,electronic_device.n.01,videogame
electronic device,electronic_device.n.01,chair
electronic device,electronic_device.n.01,banana
electronic device,electronic_device.n.01,scoop
electronic device,electronic_device.n.01,peeler
electronic device,electronic_device.n.01,lamb
electronic device,electronic_device.n.01,centerpiece
electronic device,electronic_device.n.01,triangle
electronic device,electronic_device.n.01,recorder
electronic device,electronic_device.n.01,bumper
electronic device,electronic_device.n.01,latch
electronic device,electronic_device.n.01,marker
electronic device,electronic_device.n.01,dashboard
electronic device,electronic_device.n.01,prune
electronic device,electronic_device.n.01,cord
electronic device,electronic_device.n.01,goose
electronic device,electronic_device.n.01,lightbulb
electronic device,electronic_device.n.01,tea
electronic device,electronic_device.n.01,tube top
electronic device,electronic_device.n.01,backscratcher
electronic device,electronic_device.n.01,chariot
electronic device,electronic_device.n.01,calculator
electronic device,electronic_device.n.01,abacus
electronic device,electronic_device.n.01,margarita
electronic device,electronic_device.n.01,zebra
electronic device,electronic_device.n.01,highlighter
electronic device,electronic_device.n.01,lighter
electronic device,electronic_device.n.01,broom
electronic device,electronic_device.n.01,dustpan
electronic device,electronic_device.n.01,stretcher
electronic device,electronic_device.n.01,bacon
electronic device,electronic_device.n.01,crow
electronic device,electronic_device.n.01,razor blade
electronic device,electronic_device.n.01,rope
electronic device,electronic_device.n.01,tongs
electronic device,electronic_device.n.01,maple syrup
electronic device,electronic_device.n.01,duckling
electronic device,electronic_device.n.01,toast
electronic device,electronic_device.n.01,robot
electronic device,electronic_device.n.01,spear
electronic device,electronic_device.n.01,apple
electronic device,electronic_device.n.01,vulture
electronic device,electronic_device.n.01,whisk
electronic device,electronic_device.n.01,bolt
electronic device,electronic_device.n.01,lemon
electronic device,electronic_device.n.01,chalk
electronic device,electronic_device.n.01,chili
electronic device,electronic_device.n.01,puppy
electronic device,electronic_device.n.01,clover
electronic device,electronic_device.n.01,spatula
electronic device,electronic_device.n.01,bassoon
electronic device,electronic_device.n.01,rooster
electronic device,electronic_device.n.01,creme brulee
electronic device,electronic_device.n.01,chain
electronic device,electronic_device.n.01,calf
electronic device,electronic_device.n.01,hook
electronic device,electronic_device.n.01,coil
electronic device,electronic_device.n.01,cardinal
electronic device,electronic_device.n.01,stool
electronic device,electronic_device.n.01,stiletto
electronic device,electronic_device.n.01,bull
school supply,school_supply.n.00,abacus
school supply,school_supply.n.00,zebra
school supply,school_supply.n.00,envelope
school supply,school_supply.n.00,backscratcher
school supply,school_supply.n.00,chain
school supply,school_supply.n.00,rooster
school supply,school_supply.n.00,honey
school supply,school_supply.n.00,duckling
school supply,school_supply.n.00,bull
school supply,school_supply.n.00,stretcher
school supply,school_supply.n.00,lamb
school supply,school_supply.n.00,sheep
school supply,school_supply.n.00,coil
school supply,school_supply.n.00,bolt
school supply,school_supply.n.00,noodle
school supply,school_supply.n.00,calf
school supply,school_supply.n.00,nut
school supply,school_supply.n.00,tube top
school supply,school_supply.n.00,elephant
school supply,school_supply.n.00,latch
school supply,school_supply.n.00,dustpan
school supply,school_supply.n.00,spatula
school supply,school_supply.n.00,whisk
school supply,school_supply.n.00,alligator
school supply,school_supply.n.00,bassoon
school supply,school_supply.n.00,puppy
candy,candy.n.01,bull
candy,candy.n.01,trident
candy,candy.n.01,zucchini
candy,candy.n.01,bassoon
candy,candy.n.01,pudding
candy,candy.n.01,calf
candy,candy.n.01,lasagna
candy,candy.n.01,jacket
candy,candy.n.01,pickle
candy,candy.n.01,fruitcake
candy,candy.n.01,scallop
candy,candy.n.01,cantaloupe
candy,candy.n.01,lamb
candy,candy.n.01,elephant
candy,candy.n.01,ski boots
candy,candy.n.01,rabbit
weapon,weapon.n.01,rooster
weapon,weapon.n.01,prune
weapon,weapon.n.01,chain
weapon,weapon.n.01,highlighter
weapon,weapon.n.01,elephant
weapon,weapon.n.01,crow
weapon,weapon.n.01,cream cheese
weapon,weapon.n.01,coil
weapon,weapon.n.01,maple syrup
weapon,weapon.n.01,bolt
weapon,weapon.n.01,broom
weapon,weapon.n.01,zebra
weapon,weapon.n.01,tube top
weapon,weapon.n.01,alligator
weapon,weapon.n.01,honey
weapon,weapon.n.01,abacus
weapon,weapon.n.01,duckling
weapon,weapon.n.01,lamb
weapon,weapon.n.01,peeler
weapon,weapon.n.01,lighter
weapon,weapon.n.01,swab
weapon,weapon.n.01,latch
weapon,weapon.n.01,backscratcher
weapon,weapon.n.01,puppy
weapon,weapon.n.01,margarita
weapon,weapon.n.01,banana
weapon,weapon.n.01,bull
weapon,weapon.n.01,calf
weapon,weapon.n.01,dustpan
weapon,weapon.n.01,tongs
weapon,weapon.n.01,drill
weapon,weapon.n.01,router
weapon,weapon.n.01,jam
weapon,weapon.n.01,envelope
weapon,weapon.n.01,mirror
weapon,weapon.n.01,whipped cream
weapon,weapon.n.01,punch
weapon,weapon.n.01,rake
weapon,weapon.n.01,tea
weapon,weapon.n.01,strawberry
weapon,weapon.n.01,spatula
weapon,weapon.n.01,toast
weapon,weapon.n.01,jelly bean
weapon,weapon.n.01,lemon
weapon,weapon.n.01,whisk
weapon,weapon.n.01,stretcher
weapon,weapon.n.01,saw
weapon,weapon.n.01,plunger
furniture,furniture.n.01,whisk
furniture,furniture.n.01,coil
furniture,furniture.n.01,abacus
furniture,furniture.n.01,zebra
furniture,furniture.n.01,cantaloupe
furniture,furniture.n.01,alligator
furniture,furniture.n.01,bolt
furniture,furniture.n.01,highlighter
furniture,furniture.n.01,mixer
furniture,furniture.n.01,elephant
furniture,furniture.n.01,chain
furniture,furniture.n.01,bull
furniture,furniture.n.01,rope
furniture,furniture.n.01,puppy
furniture,furniture.n.01,centerpiece
furniture,furniture.n.01,duckling
furniture,furniture.n.01,maple syrup
furniture,furniture.n.01,lasagna
furniture,furniture.n.01,nut
furniture,furniture.n.01,stretcher
furniture,furniture.n.01,lemon
furniture,furniture.n.01,mirror
furniture,furniture.n.01,calf
furniture,furniture.n.01,jelly bean
furniture,furniture.n.01,envelope
furniture,furniture.n.01,scallop
furniture,furniture.n.01,dustpan
furniture,furniture.n.01,trident
furniture,furniture.n.01,backscratcher
furniture,furniture.n.01,latch
furniture,furniture.n.01,rabbit
furniture,furniture.n.01,margarita
furniture,furniture.n.01,rooster
furniture,furniture.n.01,lamb
furniture,furniture.n.01,tube top
furniture,furniture.n.01,honey
furniture,furniture.n.01,turkey
furniture,furniture.n.01,strawberry
toy,plaything.n.01,maple syrup
toy,plaything.n.01,backscratcher
toy,plaything.n.01,alligator
toy,plaything.n.01,envelope
toy,plaything.n.01,dustpan
toy,plaything.n.01,lemon
toy,plaything.n.01,mirror
toy,plaything.n.01,margarita
toy,plaything.n.01,bassoon
toy,plaything.n.01,rope
toy,plaything.n.01,calf
toy,plaything.n.01,zebra
toy,plaything.n.01,rabbit
toy,plaything.n.01,bolt
toy,plaything.n.01,stretcher
toy,plaything.n.01,whisk
toy,plaything.n.01,lamb
toy,plaything.n.01,chain
toy,plaything.n.01,nut
toy,plaything.n.01,coil
toy,plaything.n.01,abacus
toy,plaything.n.01,bull
toy,plaything.n.01,cantaloupe
toy,plaything.n.01,noodle
toy,plaything.n.01,latch
toy,plaything.n.01,rearview mirror
toy,plaything.n.01,dynamite
toy,plaything.n.01,honey
toy,plaything.n.01,tube top
toy,plaything.n.01,elephant
toy,plaything.n.01,spear
toy,plaything.n.01,ottoman
toy,plaything.n.01,highlighter
toy,plaything.n.01,jacket
container,container.n.01,centerpiece
container,container.n.01,tweezers
container,container.n.01,bassoon
container,container.n.01,lamb
container,container.n.01,chickpea
container,container.n.01,incubator
container,container.n.01,coaster
container,container.n.01,rope
container,container.n.01,pea
container,container.n.01,calf
container,container.n.01,whipped cream
container,container.n.01,mussel
container,container.n.01,bumper
container,container.n.01,broom
container,container.n.01,prune
container,container.n.01,bonnet
container,container.n.01,eel
container,container.n.01,pickle
container,container.n.01,rooster
container,container.n.01,whisk
container,container.n.01,tongs
container,container.n.01,lasagna
container,container.n.01,roof rack
container,container.n.01,creme brulee
container,container.n.01,mirror
container,container.n.01,funnel
container,container.n.01,nut
container,container.n.01,latch
container,container.n.01,chalk
container,container.n.01,hook
container,container.n.01,scallop
container,container.n.01,bull
container,container.n.01,triangle
container,container.n.01,lemon
container,container.n.01,food processor
container,container.n.01,stool
container,container.n.01,rabbit
container,container.n.01,macaroni
container,container.n.01,jam
container,container.n.01,envelope
container,container.n.01,banana
container,container.n.01,razor
container,container.n.01,bolt
container,container.n.01,router
container,container.n.01,kaleidoscope
container,container.n.01,strawberry
container,container.n.01,margarita
container,container.n.01,spaghetti
container,container.n.01,crayfish
container,container.n.01,zebra
container,container.n.01,refrigerator
container,container.n.01,chain
container,container.n.01,puppy
container,container.n.01,tube top
container,container.n.01,cardinal
container,container.n.01,alligator
container,container.n.01,fruitcake
container,container.n.01,elephant
container,container.n.01,coil
container,container.n.01,toast
container,container.n.01,crow
container,container.n.01,radish
container,container.n.01,noodle
container,container.n.01,pony
container,container.n.01,swab
container,container.n.01,drum
container,container.n.01,duckling
container,container.n.01,mandolin
container,container.n.01,stiletto
container,container.n.01,ostrich
container,container.n.01,tea
container,container.n.01,juicer
container,container.n.01,clam
container,container.n.01,cantaloupe
container,container.n.01,ottoman
container,container.n.01,cordon bleu
container,container.n.01,fly
container,container.n.01,bus
container,container.n.01,kale
container,container.n.01,goose
container,container.n.01,rollerblade
container,container.n.01,catfish
container,container.n.01,cream cheese
container,container.n.01,rearview mirror
container,container.n.01,cocktail
container,container.n.01,sheep
container,container.n.01,zucchini
container,container.n.01,clover
container,container.n.01,spatula
container,container.n.01,string cheese
container,container.n.01,saxophone
container,container.n.01,ski boots
container,container.n.01,tumbleweed
container,container.n.01,cheeseburger
container,container.n.01,moss
container,container.n.01,backscratcher
container,container.n.01,honey
container,container.n.01,stretcher
container,container.n.01,trident
container,container.n.01,maple syrup
container,container.n.01,jacket
container,container.n.01,mascara
container,container.n.01,highlighter
container,container.n.01,abacus
container,container.n.01,turkey
container,container.n.01,cinnamon
seafood,seafood.n.01,elephant
seafood,seafood.n.01,zucchini
seafood,seafood.n.01,cane
seafood,seafood.n.01,knob
seafood,seafood.n.01,meat
seafood,seafood.n.01,fruitcake
seafood,seafood.n.01,aquarium
seafood,seafood.n.01,goose
seafood,seafood.n.01,spaghetti
seafood,seafood.n.01,chair
seafood,seafood.n.01,turkey
seafood,seafood.n.01,jacket
seafood,seafood.n.01,test tube
seafood,seafood.n.01,stiletto
seafood,seafood.n.01,rope
seafood,seafood.n.01,rabbit
seafood,seafood.n.01,mirror
seafood,seafood.n.01,cantaloupe
seafood,seafood.n.01,stool
seafood,seafood.n.01,cinnamon
seafood,seafood.n.01,scoop
seafood,seafood.n.01,belt buckle
seafood,seafood.n.01,pickle
seafood,seafood.n.01,lasagna
kitchen tool,kitchen_utensil.n.01,toaster oven
kitchen tool,kitchen_utensil.n.01,rabbit
kitchen tool,kitchen_utensil.n.01,stove
kitchen tool,kitchen_utensil.n.01,highlighter
kitchen tool,kitchen_utensil.n.01,cardinal
kitchen tool,kitchen_utensil.n.01,turkey
kitchen tool,kitchen_utensil.n.01,bull
kitchen tool,kitchen_utensil.n.01,dustpan
kitchen tool,kitchen_utensil.n.01,backscratcher
kitchen tool,kitchen_utensil.n.01,zebra
kitchen tool,kitchen_utensil.n.01,elephant
kitchen tool,kitchen_utensil.n.01,noodle
kitchen tool,kitchen_utensil.n.01,puppy
kitchen tool,kitchen_utensil.n.01,lasagna
kitchen tool,kitchen_utensil.n.01,duckling
kitchen tool,kitchen_utensil.n.01,honey
kitchen tool,kitchen_utensil.n.01,stretcher
kitchen tool,kitchen_utensil.n.01,toaster
kitchen tool,kitchen_utensil.n.01,mirror
kitchen tool,kitchen_utensil.n.01,lemon
kitchen tool,kitchen_utensil.n.01,rope
kitchen tool,kitchen_utensil.n.01,margarita
kitchen tool,kitchen_utensil.n.01,latch
kitchen tool,kitchen_utensil.n.01,tube top
kitchen tool,kitchen_utensil.n.01,cantaloupe
kitchen tool,kitchen_utensil.n.01,nut
kitchen tool,kitchen_utensil.n.01,lamb
kitchen tool,kitchen_utensil.n.01,dynamite
musical instrument,musical_instrument.n.01,clover
musical instrument,musical_instrument.n.01,zebra
musical instrument,musical_instrument.n.01,dustpan
musical instrument,musical_instrument.n.01,hook
musical instrument,musical_instrument.n.01,chalk
musical instrument,musical_instrument.n.01,coil
musical instrument,musical_instrument.n.01,lamb
musical instrument,musical_instrument.n.01,dynamite
musical instrument,musical_instrument.n.01,rooster
musical instrument,musical_instrument.n.01,alligator
musical instrument,musical_instrument.n.01,whisk
musical instrument,musical_instrument.n.01,scoop
musical instrument,musical_instrument.n.01,duckling
musical instrument,musical_instrument.n.01,puppy
musical instrument,musical_instrument.n.01,elephant
musical instrument,musical_instrument.n.01,jacket
musical instrument,musical_instrument.n.01,generator
musical instrument,musical_instrument.n.01,envelope
musical instrument,musical_instrument.n.01,mixer
musical instrument,musical_instrument.n.01,tube top
musical instrument,musical_instrument.n.01,bull
musical instrument,musical_instrument.n.01,chain
musical instrument,musical_instrument.n.01,latch
musical instrument,musical_instrument.n.01,projector
musical instrument,musical_instrument.n.01,rope
musical instrument,musical_instrument.n.01,swab
musical instrument,musical_instrument.n.01,highlighter
musical instrument,musical_instrument.n.01,rabbit
musical instrument,musical_instrument.n.01,backscratcher
musical instrument,musical_instrument.n.01,lemon
musical instrument,musical_instrument.n.01,stretcher
musical instrument,musical_instrument.n.01,prune
musical instrument,musical_instrument.n.01,margarita
musical instrument,musical_instrument.n.01,hearing aid
clothing,clothing.n.01,duffel bag
clothing,clothing.n.01,tea
clothing,clothing.n.01,scallop
clothing,clothing.n.01,bus
clothing,clothing.n.01,elephant
clothing,clothing.n.01,glass
clothing,clothing.n.01,scoop
clothing,clothing.n.01,spaghetti
clothing,clothing.n.01,pinwheel
clothing,clothing.n.01,spatula
clothing,clothing.n.01,apple
clothing,clothing.n.01,puppy
clothing,clothing.n.01,whisk
clothing,clothing.n.01,rabbit
clothing,clothing.n.01,coil
clothing,clothing.n.01,peanut
clothing,clothing.n.01,honey
clothing,clothing.n.01,gorilla
clothing,clothing.n.01,cream cheese
clothing,clothing.n.01,ottoman
clothing,clothing.n.01,banana
clothing,clothing.n.01,abacus
clothing,clothing.n.01,strawberry
clothing,clothing.n.01,hawk
clothing,clothing.n.01,clover
clothing,clothing.n.01,fruitcake
clothing,clothing.n.01,cantaloupe
clothing,clothing.n.01,velcro
clothing,clothing.n.01,cinnamon
clothing,clothing.n.01,kitten
clothing,clothing.n.01,backscratcher
clothing,clothing.n.01,dollhouse
clothing,clothing.n.01,stroller
clothing,clothing.n.01,hook
clothing,clothing.n.01,centerpiece
clothing,clothing.n.01,trident
clothing,clothing.n.01,goose
clothing,clothing.n.01,mandolin
clothing,clothing.n.01,mirror
clothing,clothing.n.01,corsage
clothing,clothing.n.01,calf
clothing,clothing.n.01,coaster
clothing,clothing.n.01,keg
clothing,clothing.n.01,clothespin
clothing,clothing.n.01,kite
clothing,clothing.n.01,rope
clothing,clothing.n.01,prune
clothing,clothing.n.01,eel
clothing,clothing.n.01,toast
clothing,clothing.n.01,dynamite
clothing,clothing.n.01,zebra
clothing,clothing.n.01,macaroni
clothing,clothing.n.01,crow
clothing,clothing.n.01,peanut butter
clothing,clothing.n.01,duckling
clothing,clothing.n.01,chalk
clothing,clothing.n.01,hearing aid
clothing,clothing.n.01,lamb
clothing,clothing.n.01,latch
clothing,clothing.n.01,funnel
clothing,clothing.n.01,jelly bean
clothing,clothing.n.01,margarita
clothing,clothing.n.01,noodle
clothing,clothing.n.01,maple syrup
clothing,clothing.n.01,stool
clothing,clothing.n.01,whipped cream
clothing,clothing.n.01,jam
clothing,clothing.n.01,lasagna
clothing,clothing.n.01,spear
clothing,clothing.n.01,stretcher
clothing,clothing.n.01,poppy
clothing,clothing.n.01,bolt
clothing,clothing.n.01,pickle
clothing,clothing.n.01,highlighter
clothing,clothing.n.01,bull
clothing,clothing.n.01,cracker
clothing,clothing.n.01,chain
clothing,clothing.n.01,swab
clothing,clothing.n.01,rearview mirror
clothing,clothing.n.01,flask
clothing,clothing.n.01,balloon
clothing,clothing.n.01,rooster
clothing,clothing.n.01,alligator
clothing,clothing.n.01,fork
clothing,clothing.n.01,chickpea
clothing,clothing.n.01,clam
clothing,clothing.n.01,tweezers
clothing,clothing.n.01,washcloth
clothing,clothing.n.01,crayfish
clothing,clothing.n.01,dustpan
clothing,clothing.n.01,string cheese
clothing,clothing.n.01,pea
clothing,clothing.n.01,broom
clothing,clothing.n.01,lemon
clothing,clothing.n.01,bomb
clothing,clothing.n.01,purse
clothing,clothing.n.01,cufflink
clothing,clothing.n.01,bassoon
clothing,clothing.n.01,zucchini
clothing,clothing.n.01,green beans
clothing,clothing.n.01,nut
clothing,clothing.n.01,envelope
clothing,clothing.n.01,turkey
clothing,clothing.n.01,test tube
clothing,clothing.n.01,rocket
clothing,clothing.n.01,bee
clothing,clothing.n.01,patch
clothing,clothing.n.01,cocktail
breakfast,breakfast.n.00,zebra
breakfast,breakfast.n.00,lamb
breakfast,breakfast.n.00,rabbit
breakfast,breakfast.n.00,elephant
breakfast,breakfast.n.00,duckling
breakfast,breakfast.n.00,goose
breakfast,breakfast.n.00,bull
breakfast,breakfast.n.00,turkey
breakfast,breakfast.n.00,noodle
breakfast,breakfast.n.00,stool
breakfast,breakfast.n.00,mussel
breakfast,breakfast.n.00,mirror
breakfast,breakfast.n.00,jacket
breakfast,breakfast.n.00,lasagna
breakfast,breakfast.n.00,crayfish
breakfast,breakfast.n.00,stiletto
breakfast,breakfast.n.00,hook
breakfast,breakfast.n.00,spaghetti
breakfast,breakfast.n.00,macaroni
breakfast,breakfast.n.00,rope
breakfast,breakfast.n.00,fruitcake
breakfast,breakfast.n.00,rearview mirror
breakfast,breakfast.n.00,rocket
breakfast,breakfast.n.00,chair
breakfast,breakfast.n.00,cantaloupe
breakfast,breakfast.n.00,puppy
breakfast,breakfast.n.00,cheesecake
breakfast,breakfast.n.00,marker
breakfast,breakfast.n.00,zucchini
breakfast,breakfast.n.00,trident
breakfast,breakfast.n.00,scallop
breakfast,breakfast.n.00,chickpea
breakfast,breakfast.n.00,cinnamon
breakfast,breakfast.n.00,clam
breakfast,breakfast.n.00,calf
breakfast,breakfast.n.00,pickle
headwear,headdress.n.01,puppy
headwear,headdress.n.01,tube top
headwear,headdress.n.01,lemon
headwear,headdress.n.01,dustpan
headwear,headdress.n.01,elephant
headwear,headdress.n.01,latch
headwear,headdress.n.01,chain
headwear,headdress.n.01,banana
headwear,headdress.n.01,strawberry
headwear,headdress.n.01,maple syrup
headwear,headdress.n.01,zebra
headwear,headdress.n.01,toga
headwear,headdress.n.01,backscratcher
headwear,headdress.n.01,visor
headwear,headdress.n.01,bull
headwear,headdress.n.01,lamb
headwear,headdress.n.01,loincloth
headwear,headdress.n.01,muff
headwear,headdress.n.01,honey
headwear,headdress.n.01,envelope
medical equipment,medical_instrument.n.01,highlighter
medical equipment,medical_instrument.n.01,broom
medical equipment,medical_instrument.n.01,triangle
medical equipment,medical_instrument.n.01,tube top
medical equipment,medical_instrument.n.01,margarita
medical equipment,medical_instrument.n.01,honey
medical equipment,medical_instrument.n.01,envelope
medical equipment,medical_instrument.n.01,puppy
medical equipment,medical_instrument.n.01,dynamite
medical equipment,medical_instrument.n.01,lamb
medical equipment,medical_instrument.n.01,whisk
medical equipment,medical_instrument.n.01,latch
medical equipment,medical_instrument.n.01,rooster
medical equipment,medical_instrument.n.01,dustpan
medical equipment,medical_instrument.n.01,rope
medical equipment,medical_instrument.n.01,lemon
medical equipment,medical_instrument.n.01,spear
medical equipment,medical_instrument.n.01,coil
medical equipment,medical_instrument.n.01,chain
medical equipment,medical_instrument.n.01,mirror
medical equipment,medical_instrument.n.01,stiletto
medical equipment,medical_instrument.n.01,backscratcher
medical equipment,medical_instrument.n.01,duckling
medical equipment,medical_instrument.n.01,zebra
medical equipment,medical_instrument.n.01,bull
medical equipment,medical_instrument.n.01,projector
medical equipment,medical_instrument.n.01,mixer
medical equipment,medical_instrument.n.01,elephant
accessory,accessory.n.01,whisk
accessory,accessory.n.01,bolt
accessory,accessory.n.01,coil
accessory,accessory.n.01,envelope
accessory,accessory.n.01,backscratcher
accessory,accessory.n.01,rope
accessory,accessory.n.01,mirror
accessory,accessory.n.01,kite
accessory,accessory.n.01,bull
accessory,accessory.n.01,dollhouse
accessory,accessory.n.01,lemon
accessory,accessory.n.01,bassoon
accessory,accessory.n.01,jam
accessory,accessory.n.01,lamb
accessory,accessory.n.01,rooster
accessory,accessory.n.01,duckling
accessory,accessory.n.01,honey
accessory,accessory.n.01,elephant
accessory,accessory.n.01,pinwheel
accessory,accessory.n.01,maple syrup
accessory,accessory.n.01,banana
accessory,accessory.n.01,puppy
accessory,accessory.n.01,latch
accessory,accessory.n.01,abacus
accessory,accessory.n.01,margarita
accessory,accessory.n.01,zebra
accessory,accessory.n.01,kaleidoscope
accessory,accessory.n.01,calf
accessory,accessory.n.01,alligator
accessory,accessory.n.01,tube top
accessory,accessory.n.01,chain
accessory,accessory.n.01,nut
accessory,accessory.n.01,highlighter
accessory,accessory.n.01,ottoman
accessory,accessory.n.01,dustpan
accessory,accessory.n.01,stretcher
accessory,accessory.n.01,outfit
accessory,accessory.n.01,funnel
condiment,condiment.n.01,puppy
condiment,condiment.n.01,lamb
condiment,condiment.n.01,noodle
condiment,condiment.n.01,lasagna
condiment,condiment.n.01,bull
condiment,condiment.n.01,rope
condiment,condiment.n.01,zebra
condiment,condiment.n.01,elephant
condiment,condiment.n.01,okra
condiment,condiment.n.01,rabbit
condiment,condiment.n.01,duckling
condiment,condiment.n.01,cantaloupe
condiment,condiment.n.01,scallop
condiment,condiment.n.01,alligator
condiment,condiment.n.01,zucchini
condiment,condiment.n.01,celery
vegetable,vegetable.n.01,dynamite
vegetable,vegetable.n.01,rack
vegetable,vegetable.n.01,bull
vegetable,vegetable.n.01,turkey
vegetable,vegetable.n.01,pickle
vegetable,vegetable.n.01,rearview mirror
vegetable,vegetable.n.01,fruitcake
vegetable,vegetable.n.01,mirror
vegetable,vegetable.n.01,goose
vegetable,vegetable.n.01,ski boots
vegetable,vegetable.n.01,noodle
vegetable,vegetable.n.01,cantaloupe
vegetable,vegetable.n.01,lasagna
vegetable,vegetable.n.01,rope
vegetable,vegetable.n.01,mussel
vegetable,vegetable.n.01,puppy
vegetable,vegetable.n.01,stretcher
vegetable,vegetable.n.01,jacket
vegetable,vegetable.n.01,catfish
vegetable,vegetable.n.01,stool
vegetable,vegetable.n.01,cocktail
vegetable,vegetable.n.01,trident
vegetable,vegetable.n.01,bomb
vegetable,vegetable.n.01,macaroni
vegetable,vegetable.n.01,spaghetti
vegetable,vegetable.n.01,cinnamon
vegetable,vegetable.n.01,calf
vegetable,vegetable.n.01,latch
vegetable,vegetable.n.01,hook
vegetable,vegetable.n.01,pineapple
vegetable,vegetable.n.01,honey
vegetable,vegetable.n.01,tube top
vegetable,vegetable.n.01,eel
vegetable,vegetable.n.01,alligator
vegetable,vegetable.n.01,flask
vegetable,vegetable.n.01,scallop
vegetable,vegetable.n.01,bassoon
vegetable,vegetable.n.01,crayfish
vegetable,vegetable.n.01,clam
vegetable,vegetable.n.01,bikini
vegetable,vegetable.n.01,rabbit
vegetable,vegetable.n.01,elephant
livestock,livestock.n.01,jacket
livestock,livestock.n.01,trident
livestock,livestock.n.01,rope
livestock,livestock.n.01,tube top
livestock,livestock.n.01,bassoon
livestock,livestock.n.01,hook
livestock,livestock.n.01,chariot
livestock,livestock.n.01,stretcher
livestock,livestock.n.01,latch
livestock,livestock.n.01,pickle
livestock,livestock.n.01,meat
livestock,livestock.n.01,chair
livestock,livestock.n.01,mirror
livestock,livestock.n.01,prune
livestock,livestock.n.01,boar
livestock,livestock.n.01,lemon
livestock,livestock.n.01,chinchilla
livestock,livestock.n.01,crayfish
jewelry,jewelry.n.01,centerpiece
jewelry,jewelry.n.01,latch
jewelry,jewelry.n.01,stretcher
jewelry,jewelry.n.01,christmas tree
jewelry,jewelry.n.01,bow
jewelry,jewelry.n.01,calf
jewelry,jewelry.n.01,scallop
jewelry,jewelry.n.01,elephant
jewelry,jewelry.n.01,bull
jewelry,jewelry.n.01,tube top
jewelry,jewelry.n.01,whisk
jewelry,jewelry.n.01,rope
jewelry,jewelry.n.01,zebra
jewelry,jewelry.n.01,puppy
jewelry,jewelry.n.01,lamb
jewelry,jewelry.n.01,duckling
kitchen equipment,kitchen_appliance.n.01,puppy
kitchen equipment,kitchen_appliance.n.01,tube top
kitchen equipment,kitchen_appliance.n.01,rope
kitchen equipment,kitchen_appliance.n.01,cardinal
kitchen equipment,kitchen_appliance.n.01,latch
kitchen equipment,kitchen_appliance.n.01,dustpan
kitchen equipment,kitchen_appliance.n.01,bull
kitchen equipment,kitchen_appliance.n.01,elephant
kitchen equipment,kitchen_appliance.n.01,turkey
kitchen equipment,kitchen_appliance.n.01,honey
kitchen equipment,kitchen_appliance.n.01,lasagna
kitchen equipment,kitchen_appliance.n.01,backscratcher
kitchen equipment,kitchen_appliance.n.01,rabbit
kitchen equipment,kitchen_appliance.n.01,zebra
kitchen equipment,kitchen_appliance.n.01,trident
kitchen equipment,kitchen_appliance.n.01,highlighter
kitchen equipment,kitchen_appliance.n.01,whisk
kitchen equipment,kitchen_appliance.n.01,dynamite
kitchen equipment,kitchen_appliance.n.01,duckling
kitchen equipment,kitchen_appliance.n.01,coil
footwear,footwear.n.01,stretcher
footwear,footwear.n.01,duckling
footwear,footwear.n.01,muff
footwear,footwear.n.01,robe
footwear,footwear.n.01,zebra
footwear,footwear.n.01,puppy
footwear,footwear.n.01,costume
footwear,footwear.n.01,maple syrup
footwear,footwear.n.01,lemon
footwear,footwear.n.01,glove
footwear,footwear.n.01,tube top
footwear,footwear.n.01,elephant
