hypernym,hypernym-sense,anchor,anchor-sense,hyponym
artifact,artifact.n.01,container,container.n.01,cabinet
artifact,artifact.n.01,container,container.n.01,cage
artifact,artifact.n.01,container,container.n.01,can
artifact,artifact.n.01,container,container.n.01,canister
artifact,artifact.n.01,container,container.n.01,chest
artifact,artifact.n.01,container,container.n.01,closet
artifact,artifact.n.01,container,container.n.01,coffee pot
artifact,artifact.n.01,container,container.n.01,coffin
artifact,artifact.n.01,container,container.n.01,container
artifact,artifact.n.01,container,container.n.01,cooker
artifact,artifact.n.01,container,container.n.01,coop
artifact,artifact.n.01,container,container.n.01,crate
artifact,artifact.n.01,container,container.n.01,cup
artifact,artifact.n.01,container,container.n.01,doghouse
artifact,artifact.n.01,container,container.n.01,drawer
artifact,artifact.n.01,container,container.n.01,dresser
artifact,artifact.n.01,container,container.n.01,duffel bag
artifact,artifact.n.01,container,container.n.01,dumpster
artifact,artifact.n.01,container,container.n.01,dustpan
artifact,artifact.n.01,container,container.n.01,filing cabinet
artifact,artifact.n.01,container,container.n.01,fishbowl
artifact,artifact.n.01,container,container.n.01,flask
artifact,artifact.n.01,container,container.n.01,footbath
artifact,artifact.n.01,container,container.n.01,glass
artifact,artifact.n.01,container,container.n.01,goblet
artifact,artifact.n.01,container,container.n.01,hatbox
artifact,artifact.n.01,container,container.n.01,honeypot
artifact,artifact.n.01,container,container.n.01,hot-water bottle
artifact,artifact.n.01,container,container.n.01,hot tub
artifact,artifact.n.01,container,container.n.01,inkwell
artifact,artifact.n.01,container,container.n.01,jar
artifact,artifact.n.01,container,container.n.01,jug
artifact,artifact.n.01,container,container.n.01,keg
artifact,artifact.n.01,container,container.n.01,kettle
artifact,artifact.n.01,container,container.n.01,locker
artifact,artifact.n.01,container,container.n.01,luggage
artifact,artifact.n.01,container,container.n.01,lunchbox
artifact,artifact.n.01,container,container.n.01,mailbox
artifact,artifact.n.01,container,container.n.01,matchbox
artifact,artifact.n.01,container,container.n.01,measuring cup
artifact,artifact.n.01,container,container.n.01,mold
artifact,artifact.n.01,container,container.n.01,mug
artifact,artifact.n.01,container,container.n.01,nightstand
artifact,artifact.n.01,container,container.n.01,oilcan
artifact,artifact.n.01,container,container.n.01,pan
artifact,artifact.n.01,container,container.n.01,paper bag
artifact,artifact.n.01,container,container.n.01,petri dish
artifact,artifact.n.01,container,container.n.01,piggy bank
artifact,artifact.n.01,container,container.n.01,pillbox
artifact,artifact.n.01,container,container.n.01,pitcher
artifact,artifact.n.01,container,container.n.01,pocket
artifact,artifact.n.01,container,container.n.01,pot
artifact,artifact.n.01,container,container.n.01,purse
artifact,artifact.n.01,container,container.n.01,saltshaker
artifact,artifact.n.01,container,container.n.01,sandbag
artifact,artifact.n.01,container,container.n.01,sarcophagus
artifact,artifact.n.01,container,container.n.01,shaker
artifact,artifact.n.01,container,container.n.01,shopping basket
artifact,artifact.n.01,container,container.n.01,shopping cart
artifact,artifact.n.01,container,container.n.01,suitcase
artifact,artifact.n.01,container,container.n.01,swimming pool
artifact,artifact.n.01,container,container.n.01,syringe
artifact,artifact.n.01,container,container.n.01,tank
artifact,artifact.n.01,container,container.n.01,teacup
artifact,artifact.n.01,container,container.n.01,teapot
artifact,artifact.n.01,container,container.n.01,tent
artifact,artifact.n.01,container,container.n.01,terrarium
artifact,artifact.n.01,container,container.n.01,test tube
artifact,artifact.n.01,container,container.n.01,thermos
artifact,artifact.n.01,container,container.n.01,toolbox
artifact,artifact.n.01,container,container.n.01,trashcan
artifact,artifact.n.01,container,container.n.01,trunk
artifact,artifact.n.01,container,container.n.01,tupperware
artifact,artifact.n.01,container,container.n.01,urn
artifact,artifact.n.01,container,container.n.01,vase
artifact,artifact.n.01,container,container.n.01,vial
artifact,artifact.n.01,container,container.n.01,wallet
artifact,artifact.n.01,container,container.n.01,water bottle
artifact,artifact.n.01,container,container.n.01,water heater
artifact,artifact.n.01,container,container.n.01,watering can
artifact,artifact.n.01,container,container.n.01,wheelbarrow
artifact,artifact.n.01,container,container.n.01,wine bottle
artifact,artifact.n.01,container,container.n.01,wine cooler
artifact,artifact.n.01,container,container.n.01,wineglass
artifact,artifact.n.01,container,container.n.01,wok
food,food.n.01,dessert,dessert.n.01,baklava
food,food.n.01,dessert,dessert.n.01,banana split
food,food.n.01,dessert,dessert.n.01,birthday cake
food,food.n.01,dessert,dessert.n.01,brownie
food,food.n.01,dessert,dessert.n.01,cake
food,food.n.01,dessert,dessert.n.01,cake mix
food,food.n.01,dessert,dessert.n.01,caramel
food,food.n.01,dessert,dessert.n.01,cheese
food,food.n.01,dessert,dessert.n.01,cheesecake
food,food.n.01,dessert,dessert.n.01,chocolate
food,food.n.01,dessert,dessert.n.01,cookie
food,food.n.01,dessert,dessert.n.01,creme brulee
food,food.n.01,dessert,dessert.n.01,crepe
food,food.n.01,dessert,dessert.n.01,cupcake
food,food.n.01,dessert,dessert.n.01,dessert
food,food.n.01,dessert,dessert.n.01,donut
food,food.n.01,dessert,dessert.n.01,eclair
food,food.n.01,dessert,dessert.n.01,flan
food,food.n.01,dessert,dessert.n.01,fruitcake
food,food.n.01,dessert,dessert.n.01,fudge
food,food.n.01,dessert,dessert.n.01,ice-cream cone
food,food.n.01,dessert,dessert.n.01,ice cream
food,food.n.01,dessert,dessert.n.01,milkshake
food,food.n.01,dessert,dessert.n.01,mousse
food,food.n.01,dessert,dessert.n.01,muffin
food,food.n.01,dessert,dessert.n.01,parfait
food,food.n.01,dessert,dessert.n.01,pastry
food,food.n.01,dessert,dessert.n.01,pie
food,food.n.01,dessert,dessert.n.01,popsicle
food,food.n.01,dessert,dessert.n.01,pudding
food,food.n.01,dessert,dessert.n.01,shortbread
food,food.n.01,dessert,dessert.n.01,sorbet
food,food.n.01,dessert,dessert.n.01,souffle
food,food.n.01,dessert,dessert.n.01,sundae
food,food.n.01,dessert,dessert.n.01,tiramisu
food,food.n.01,dessert,dessert.n.01,wedding cake
food,food.n.01,dessert,dessert.n.01,whipped cream
food,food.n.01,drink,drink.n.03,beer
food,food.n.01,drink,drink.n.03,champagne
food,food.n.01,drink,drink.n.03,cocktail
food,food.n.01,drink,drink.n.03,coffee
food,food.n.01,drink,drink.n.03,drink
food,food.n.01,drink,drink.n.03,eggnog
food,food.n.01,drink,drink.n.03,espresso
food,food.n.01,drink,drink.n.03,hot chocolate
food,food.n.01,drink,drink.n.03,juice
food,food.n.01,drink,drink.n.03,latte
food,food.n.01,drink,drink.n.03,lemonade
food,food.n.01,drink,drink.n.03,margarita
food,food.n.01,drink,drink.n.03,milk
food,food.n.01,drink,drink.n.03,milkshake
food,food.n.01,drink,drink.n.03,punch
food,food.n.01,drink,drink.n.03,smoothie
food,food.n.01,drink,drink.n.03,soda
food,food.n.01,drink,drink.n.03,tea
food,food.n.01,drink,drink.n.03,wine
device,device.n.01,electronic device,electronic_device.n.01,air conditioner
device,device.n.01,electronic device,electronic_device.n.01,amplifier
device,device.n.01,electronic device,electronic_device.n.01,blender
device,device.n.01,electronic device,electronic_device.n.01,blower
device,device.n.01,electronic device,electronic_device.n.01,camcorder
device,device.n.01,electronic device,electronic_device.n.01,camera
device,device.n.01,electronic device,electronic_device.n.01,cash machine
device,device.n.01,electronic device,electronic_device.n.01,cd player
device,device.n.01,electronic device,electronic_device.n.01,cellphone
device,device.n.01,electronic device,electronic_device.n.01,centrifuge
device,device.n.01,electronic device,electronic_device.n.01,chainsaw
device,device.n.01,electronic device,electronic_device.n.01,coffeemaker
device,device.n.01,electronic device,electronic_device.n.01,computer
device,device.n.01,electronic device,electronic_device.n.01,computer screen
device,device.n.01,electronic device,electronic_device.n.01,cooker
device,device.n.01,electronic device,electronic_device.n.01,copier
device,device.n.01,electronic device,electronic_device.n.01,curling iron
device,device.n.01,electronic device,electronic_device.n.01,defibrillator
device,device.n.01,electronic device,electronic_device.n.01,dishwasher
device,device.n.01,electronic device,electronic_device.n.01,drill
device,device.n.01,electronic device,electronic_device.n.01,dryer
device,device.n.01,electronic device,electronic_device.n.01,electric chair
device,device.n.01,electronic device,electronic_device.n.01,fan
device,device.n.01,electronic device,electronic_device.n.01,food processor
device,device.n.01,electronic device,electronic_device.n.01,freezer
device,device.n.01,electronic device,electronic_device.n.01,generator
device,device.n.01,electronic device,electronic_device.n.01,hairdryer
device,device.n.01,electronic device,electronic_device.n.01,hotplate
device,device.n.01,electronic device,electronic_device.n.01,icemaker
device,device.n.01,electronic device,electronic_device.n.01,incubator
device,device.n.01,electronic device,electronic_device.n.01,iron
device,device.n.01,electronic device,electronic_device.n.01,jackhammer
device,device.n.01,electronic device,electronic_device.n.01,joystick
device,device.n.01,electronic device,electronic_device.n.01,juicer
device,device.n.01,electronic device,electronic_device.n.01,jukebox
device,device.n.01,electronic device,electronic_device.n.01,lamp
device,device.n.01,electronic device,electronic_device.n.01,laptop
device,device.n.01,electronic device,electronic_device.n.01,metal detector
device,device.n.01,electronic device,electronic_device.n.01,microphone
device,device.n.01,electronic device,electronic_device.n.01,microwave
device,device.n.01,electronic device,electronic_device.n.01,mixer
device,device.n.01,electronic device,electronic_device.n.01,modem
device,device.n.01,electronic device,electronic_device.n.01,mouse
device,device.n.01,electronic device,electronic_device.n.01,music box
device,device.n.01,electronic device,electronic_device.n.01,pinball
device,device.n.01,electronic device,electronic_device.n.01,polygraph
device,device.n.01,electronic device,electronic_device.n.01,printer
device,device.n.01,electronic device,electronic_device.n.01,projector
device,device.n.01,electronic device,electronic_device.n.01,radio
device,device.n.01,electronic device,electronic_device.n.01,record player
device,device.n.01,electronic device,electronic_device.n.01,refrigerator
device,device.n.01,electronic device,electronic_device.n.01,remote control
device,device.n.01,electronic device,electronic_device.n.01,router
device,device.n.01,electronic device,electronic_device.n.01,scanner
device,device.n.01,electronic device,electronic_device.n.01,screen
device,device.n.01,electronic device,electronic_device.n.01,sewing machine
device,device.n.01,electronic device,electronic_device.n.01,shredder
device,device.n.01,electronic device,electronic_device.n.01,slicer
device,device.n.01,electronic device,electronic_device.n.01,slot machine
device,device.n.01,electronic device,electronic_device.n.01,smoke alarm
device,device.n.01,electronic device,electronic_device.n.01,stereo
device,device.n.01,electronic device,electronic_device.n.01,tablet
device,device.n.01,electronic device,electronic_device.n.01,tape recorder
device,device.n.01,electronic device,electronic_device.n.01,television
device,device.n.01,electronic device,electronic_device.n.01,toaster
device,device.n.01,electronic device,electronic_device.n.01,toaster oven
device,device.n.01,electronic device,electronic_device.n.01,treadmill
device,device.n.01,electronic device,electronic_device.n.01,turntable
device,device.n.01,electronic device,electronic_device.n.01,vacuum
device,device.n.01,electronic device,electronic_device.n.01,vending machine
device,device.n.01,electronic device,electronic_device.n.01,waffle iron
device,device.n.01,electronic device,electronic_device.n.01,washing machine
device,device.n.01,electronic device,electronic_device.n.01,water heater
device,device.n.01,electronic device,electronic_device.n.01,webcam
mammal,mammal.n.01,livestock,livestock.n.01,bison
mammal,mammal.n.01,livestock,livestock.n.01,bull
mammal,mammal.n.01,livestock,livestock.n.01,calf
mammal,mammal.n.01,livestock,livestock.n.01,chicken
mammal,mammal.n.01,livestock,livestock.n.01,cow
mammal,mammal.n.01,livestock,livestock.n.01,donkey
mammal,mammal.n.01,livestock,livestock.n.01,duck
mammal,mammal.n.01,livestock,livestock.n.01,goat
mammal,mammal.n.01,livestock,livestock.n.01,goose
mammal,mammal.n.01,livestock,livestock.n.01,horse
mammal,mammal.n.01,livestock,livestock.n.01,lamb
mammal,mammal.n.01,livestock,livestock.n.01,pig
mammal,mammal.n.01,livestock,livestock.n.01,piglet
mammal,mammal.n.01,livestock,livestock.n.01,rabbit
mammal,mammal.n.01,livestock,livestock.n.01,ram
mammal,mammal.n.01,livestock,livestock.n.01,rooster
mammal,mammal.n.01,livestock,livestock.n.01,sheep
mammal,mammal.n.01,livestock,livestock.n.01,turkey
connector,connector.n.01,fastener,fastener.n.01,barrette
connector,connector.n.01,fastener,fastener.n.01,belt buckle
connector,connector.n.01,fastener,fastener.n.01,bolt
connector,connector.n.01,fastener,fastener.n.01,bow
connector,connector.n.01,fastener,fastener.n.01,buckle
connector,connector.n.01,fastener,fastener.n.01,button
connector,connector.n.01,fastener,fastener.n.01,chain
connector,connector.n.01,fastener,fastener.n.01,clasp
connector,connector.n.01,fastener,fastener.n.01,clothespin
connector,connector.n.01,fastener,fastener.n.01,combination lock
connector,connector.n.01,fastener,fastener.n.01,cufflink
connector,connector.n.01,fastener,fastener.n.01,gasket
connector,connector.n.01,fastener,fastener.n.01,hairpin
connector,connector.n.01,fastener,fastener.n.01,hook
connector,connector.n.01,fastener,fastener.n.01,knot
connector,connector.n.01,fastener,fastener.n.01,latch
connector,connector.n.01,fastener,fastener.n.01,lock
connector,connector.n.01,fastener,fastener.n.01,nail
connector,connector.n.01,fastener,fastener.n.01,padlock
connector,connector.n.01,fastener,fastener.n.01,paperclip
connector,connector.n.01,fastener,fastener.n.01,peg
connector,connector.n.01,fastener,fastener.n.01,pin
connector,connector.n.01,fastener,fastener.n.01,rubber band
connector,connector.n.01,fastener,fastener.n.01,safety pin
connector,connector.n.01,fastener,fastener.n.01,screw
connector,connector.n.01,fastener,fastener.n.01,staple
connector,connector.n.01,fastener,fastener.n.01,strap
connector,connector.n.01,fastener,fastener.n.01,tack
connector,connector.n.01,fastener,fastener.n.01,tape
connector,connector.n.01,fastener,fastener.n.01,thumbtack
connector,connector.n.01,fastener,fastener.n.01,velcro
connector,connector.n.01,fastener,fastener.n.01,zipper
substance,substance.n.08,food,food.n.01,almond
substance,substance.n.08,food,food.n.01,appetizer
substance,substance.n.08,food,food.n.01,apple
substance,substance.n.08,food,food.n.01,applesauce
substance,substance.n.08,food,food.n.01,artichoke
substance,substance.n.08,food,food.n.01,arugula
substance,substance.n.08,food,food.n.01,asparagus
substance,substance.n.08,food,food.n.01,avocado
substance,substance.n.08,food,food.n.01,bacon
substance,substance.n.08,food,food.n.01,bagel
substance,substance.n.08,food,food.n.01,baklava
substance,substance.n.08,food,food.n.01,banana
substance,substance.n.08,food,food.n.01,banana split
substance,substance.n.08,food,food.n.01,basil
substance,substance.n.08,food,food.n.01,batter
substance,substance.n.08,food,food.n.01,bean
substance,substance.n.08,food,food.n.01,beet
substance,substance.n.08,food,food.n.01,bell pepper
substance,substance.n.08,food,food.n.01,berry
substance,substance.n.08,food,food.n.01,birthday cake
substance,substance.n.08,food,food.n.01,biscuit
substance,substance.n.08,food,food.n.01,blackberry
substance,substance.n.08,food,food.n.01,blueberry
substance,substance.n.08,food,food.n.01,bok choy
substance,substance.n.08,food,food.n.01,bologna
substance,substance.n.08,food,food.n.01,bread
substance,substance.n.08,food,food.n.01,breadstick
substance,substance.n.08,food,food.n.01,breakfast
substance,substance.n.08,food,food.n.01,broccoli
substance,substance.n.08,food,food.n.01,brownie
substance,substance.n.08,food,food.n.01,brussels sprouts
substance,substance.n.08,food,food.n.01,buffet
substance,substance.n.08,food,food.n.01,bun
substance,substance.n.08,food,food.n.01,burrito
substance,substance.n.08,food,food.n.01,butter
substance,substance.n.08,food,food.n.01,cabbage
substance,substance.n.08,food,food.n.01,cake
substance,substance.n.08,food,food.n.01,cake mix
substance,substance.n.08,food,food.n.01,calamari
substance,substance.n.08,food,food.n.01,calzone
substance,substance.n.08,food,food.n.01,candy
substance,substance.n.08,food,food.n.01,candy bar
substance,substance.n.08,food,food.n.01,candy cane
substance,substance.n.08,food,food.n.01,cantaloupe
substance,substance.n.08,food,food.n.01,caramel
substance,substance.n.08,food,food.n.01,carrot
substance,substance.n.08,food,food.n.01,cashew
substance,substance.n.08,food,food.n.01,casserole
substance,substance.n.08,food,food.n.01,catfish
substance,substance.n.08,food,food.n.01,cauliflower
substance,substance.n.08,food,food.n.01,caviar
substance,substance.n.08,food,food.n.01,celery
substance,substance.n.08,food,food.n.01,cereal
substance,substance.n.08,food,food.n.01,cheese
substance,substance.n.08,food,food.n.01,cheeseburger
substance,substance.n.08,food,food.n.01,cheesecake
substance,substance.n.08,food,food.n.01,cherry
substance,substance.n.08,food,food.n.01,chicken
substance,substance.n.08,food,food.n.01,chickpea
substance,substance.n.08,food,food.n.01,chili
substance,substance.n.08,food,food.n.01,chips
substance,substance.n.08,food,food.n.01,chive
substance,substance.n.08,food,food.n.01,chocolate
substance,substance.n.08,food,food.n.01,cilantro
substance,substance.n.08,food,food.n.01,cinnamon
substance,substance.n.08,food,food.n.01,clam
substance,substance.n.08,food,food.n.01,clove
substance,substance.n.08,food,food.n.01,coconut
substance,substance.n.08,food,food.n.01,coffee bean
substance,substance.n.08,food,food.n.01,coleslaw
substance,substance.n.08,food,food.n.01,cookie
substance,substance.n.08,food,food.n.01,cordon bleu
substance,substance.n.08,food,food.n.01,corn
substance,substance.n.08,food,food.n.01,cornbread
substance,substance.n.08,food,food.n.01,cornmeal
substance,substance.n.08,food,food.n.01,cotton candy
substance,substance.n.08,food,food.n.01,crab
substance,substance.n.08,food,food.n.01,cracker
substance,substance.n.08,food,food.n.01,cranberry
substance,substance.n.08,food,food.n.01,crayfish
substance,substance.n.08,food,food.n.01,cream cheese
substance,substance.n.08,food,food.n.01,creme brulee
substance,substance.n.08,food,food.n.01,crepe
substance,substance.n.08,food,food.n.01,croissant
substance,substance.n.08,food,food.n.01,crouton
substance,substance.n.08,food,food.n.01,crumb
substance,substance.n.08,food,food.n.01,cucumber
substance,substance.n.08,food,food.n.01,cupcake
substance,substance.n.08,food,food.n.01,curry
substance,substance.n.08,food,food.n.01,dessert
substance,substance.n.08,food,food.n.01,dip
substance,substance.n.08,food,food.n.01,donut
substance,substance.n.08,food,food.n.01,dough
substance,substance.n.08,food,food.n.01,dumpling
substance,substance.n.08,food,food.n.01,easter egg
substance,substance.n.08,food,food.n.01,eclair
substance,substance.n.08,food,food.n.01,eel
substance,substance.n.08,food,food.n.01,egg
substance,substance.n.08,food,food.n.01,egg roll
substance,substance.n.08,food,food.n.01,eggplant
substance,substance.n.08,food,food.n.01,enchilada
substance,substance.n.08,food,food.n.01,fast food
substance,substance.n.08,food,food.n.01,fig
substance,substance.n.08,food,food.n.01,fish
substance,substance.n.08,food,food.n.01,flan
substance,substance.n.08,food,food.n.01,flour
substance,substance.n.08,food,food.n.01,fondue
substance,substance.n.08,food,food.n.01,french fries
substance,substance.n.08,food,food.n.01,fruit
substance,substance.n.08,food,food.n.01,fruitcake
substance,substance.n.08,food,food.n.01,fudge
substance,substance.n.08,food,food.n.01,garlic
substance,substance.n.08,food,food.n.01,ginger
substance,substance.n.08,food,food.n.01,gingerbread man
substance,substance.n.08,food,food.n.01,goat
substance,substance.n.08,food,food.n.01,goose
substance,substance.n.08,food,food.n.01,grain
substance,substance.n.08,food,food.n.01,granola
substance,substance.n.08,food,food.n.01,grape
substance,substance.n.08,food,food.n.01,grapefruit
substance,substance.n.08,food,food.n.01,gravy
substance,substance.n.08,food,food.n.01,green beans
substance,substance.n.08,food,food.n.01,grits
substance,substance.n.08,food,food.n.01,guacamole
substance,substance.n.08,food,food.n.01,gum
substance,substance.n.08,food,food.n.01,gumball
substance,substance.n.08,food,food.n.01,gumdrop
substance,substance.n.08,food,food.n.01,gyro
substance,substance.n.08,food,food.n.01,ham
substance,substance.n.08,food,food.n.01,hamburger
substance,substance.n.08,food,food.n.01,hash
substance,substance.n.08,food,food.n.01,honey
substance,substance.n.08,food,food.n.01,hotdog
substance,substance.n.08,food,food.n.01,hummus
substance,substance.n.08,food,food.n.01,ice cream
substance,substance.n.08,food,food.n.01,ice-cream cone
substance,substance.n.08,food,food.n.01,jalapeno
substance,substance.n.08,food,food.n.01,jam
substance,substance.n.08,food,food.n.01,jelly bean
substance,substance.n.08,food,food.n.01,kale
substance,substance.n.08,food,food.n.01,kebab
substance,substance.n.08,food,food.n.01,ketchup
substance,substance.n.08,food,food.n.01,kiwi
substance,substance.n.08,food,food.n.01,lamb
substance,substance.n.08,food,food.n.01,lamb chop
substance,substance.n.08,food,food.n.01,lasagna
substance,substance.n.08,food,food.n.01,leek
substance,substance.n.08,food,food.n.01,lemon
substance,substance.n.08,food,food.n.01,lettuce
substance,substance.n.08,food,food.n.01,licorice
substance,substance.n.08,food,food.n.01,lime
substance,substance.n.08,food,food.n.01,lobster
substance,substance.n.08,food,food.n.01,lollipop
substance,substance.n.08,food,food.n.01,macadamia
substance,substance.n.08,food,food.n.01,macaroni
substance,substance.n.08,food,food.n.01,mango
substance,substance.n.08,food,food.n.01,maple syrup
substance,substance.n.08,food,food.n.01,marmalade
substance,substance.n.08,food,food.n.01,marshmallow
substance,substance.n.08,food,food.n.01,mashed potato
substance,substance.n.08,food,food.n.01,meat
substance,substance.n.08,food,food.n.01,meatball
substance,substance.n.08,food,food.n.01,meatloaf
substance,substance.n.08,food,food.n.01,melon
substance,substance.n.08,food,food.n.01,mint
substance,substance.n.08,food,food.n.01,mousse
substance,substance.n.08,food,food.n.01,muffin
substance,substance.n.08,food,food.n.01,mulberry
substance,substance.n.08,food,food.n.01,mushroom
substance,substance.n.08,food,food.n.01,mussel
substance,substance.n.08,food,food.n.01,mustard
substance,substance.n.08,food,food.n.01,nacho
substance,substance.n.08,food,food.n.01,noodle
substance,substance.n.08,food,food.n.01,nut
substance,substance.n.08,food,food.n.01,oatmeal
substance,substance.n.08,food,food.n.01,octopus
substance,substance.n.08,food,food.n.01,okra
substance,substance.n.08,food,food.n.01,olive
substance,substance.n.08,food,food.n.01,omelet
substance,substance.n.08,food,food.n.01,onion
substance,substance.n.08,food,food.n.01,orange
substance,substance.n.08,food,food.n.01,oyster
substance,substance.n.08,food,food.n.01,pancake
substance,substance.n.08,food,food.n.01,papaya
substance,substance.n.08,food,food.n.01,parfait
substance,substance.n.08,food,food.n.01,parsley
substance,substance.n.08,food,food.n.01,pasta
substance,substance.n.08,food,food.n.01,pastry
substance,substance.n.08,food,food.n.01,patty
substance,substance.n.08,food,food.n.01,pea
substance,substance.n.08,food,food.n.01,peach
substance,substance.n.08,food,food.n.01,peanut
substance,substance.n.08,food,food.n.01,peanut butter
substance,substance.n.08,food,food.n.01,pear
substance,substance.n.08,food,food.n.01,pecan
substance,substance.n.08,food,food.n.01,pepper
substance,substance.n.08,food,food.n.01,pepper
substance,substance.n.08,food,food.n.01,peppermint
substance,substance.n.08,food,food.n.01,pepperoni
substance,substance.n.08,food,food.n.01,pesto
substance,substance.n.08,food,food.n.01,pickle
substance,substance.n.08,food,food.n.01,pie
substance,substance.n.08,food,food.n.01,piecrust
substance,substance.n.08,food,food.n.01,pig
substance,substance.n.08,food,food.n.01,pineapple
substance,substance.n.08,food,food.n.01,pistachio
substance,substance.n.08,food,food.n.01,pita
substance,substance.n.08,food,food.n.01,pizza
substance,substance.n.08,food,food.n.01,plum
substance,substance.n.08,food,food.n.01,pomegranate
substance,substance.n.08,food,food.n.01,popcorn
substance,substance.n.08,food,food.n.01,poppy
substance,substance.n.08,food,food.n.01,popsicle
substance,substance.n.08,food,food.n.01,potato
substance,substance.n.08,food,food.n.01,potpie
substance,substance.n.08,food,food.n.01,pretzel
substance,substance.n.08,food,food.n.01,prune
substance,substance.n.08,food,food.n.01,pudding
substance,substance.n.08,food,food.n.01,pumpkin
substance,substance.n.08,food,food.n.01,quesadilla
substance,substance.n.08,food,food.n.01,quiche
substance,substance.n.08,food,food.n.01,rabbit
substance,substance.n.08,food,food.n.01,radish
substance,substance.n.08,food,food.n.01,raisin
substance,substance.n.08,food,food.n.01,raspberry
substance,substance.n.08,food,food.n.01,ravioli
substance,substance.n.08,food,food.n.01,ready meal
substance,substance.n.08,food,food.n.01,rhubarb
substance,substance.n.08,food,food.n.01,rice
substance,substance.n.08,food,food.n.01,roll
substance,substance.n.08,food,food.n.01,saffron
substance,substance.n.08,food,food.n.01,salad
substance,substance.n.08,food,food.n.01,salami
substance,substance.n.08,food,food.n.01,sandwich
substance,substance.n.08,food,food.n.01,sardine
substance,substance.n.08,food,food.n.01,sauce
substance,substance.n.08,food,food.n.01,sauerkraut
substance,substance.n.08,food,food.n.01,sausage
substance,substance.n.08,food,food.n.01,scallion
substance,substance.n.08,food,food.n.01,scallop
substance,substance.n.08,food,food.n.01,scone
substance,substance.n.08,food,food.n.01,scrambled egg
substance,substance.n.08,food,food.n.01,seafood
substance,substance.n.08,food,food.n.01,seaweed
substance,substance.n.08,food,food.n.01,shortbread
substance,substance.n.08,food,food.n.01,shrimp
substance,substance.n.08,food,food.n.01,snack
substance,substance.n.08,food,food.n.01,sorbet
substance,substance.n.08,food,food.n.01,souffle
substance,substance.n.08,food,food.n.01,soup
substance,substance.n.08,food,food.n.01,soy sauce
substance,substance.n.08,food,food.n.01,spaghetti
substance,substance.n.08,food,food.n.01,spam
substance,substance.n.08,food,food.n.01,spareribs
substance,substance.n.08,food,food.n.01,spinach
substance,substance.n.08,food,food.n.01,spring roll
substance,substance.n.08,food,food.n.01,sprouts
substance,substance.n.08,food,food.n.01,squash
substance,substance.n.08,food,food.n.01,squid
substance,substance.n.08,food,food.n.01,star fruit
substance,substance.n.08,food,food.n.01,steak
substance,substance.n.08,food,food.n.01,stew
substance,substance.n.08,food,food.n.01,stir fry
substance,substance.n.08,food,food.n.01,strawberry
substance,substance.n.08,food,food.n.01,string cheese
substance,substance.n.08,food,food.n.01,stuffing
substance,substance.n.08,food,food.n.01,sugar cube
substance,substance.n.08,food,food.n.01,sundae
substance,substance.n.08,food,food.n.01,sushi
substance,substance.n.08,food,food.n.01,sweet potato
substance,substance.n.08,food,food.n.01,swordfish
substance,substance.n.08,food,food.n.01,syrup
substance,substance.n.08,food,food.n.01,taco
substance,substance.n.08,food,food.n.01,taffy
substance,substance.n.08,food,food.n.01,tamale
substance,substance.n.08,food,food.n.01,tiramisu
substance,substance.n.08,food,food.n.01,toast
substance,substance.n.08,food,food.n.01,tomato
substance,substance.n.08,food,food.n.01,tomato sauce
substance,substance.n.08,food,food.n.01,tortellini
substance,substance.n.08,food,food.n.01,tortilla
substance,substance.n.08,food,food.n.01,tostada
substance,substance.n.08,food,food.n.01,turkey
substance,substance.n.08,food,food.n.01,vegetable
substance,substance.n.08,food,food.n.01,wafer
substance,substance.n.08,food,food.n.01,waffle
substance,substance.n.08,food,food.n.01,walnut
substance,substance.n.08,food,food.n.01,watermelon
substance,substance.n.08,food,food.n.01,wedding cake
substance,substance.n.08,food,food.n.01,wheat
substance,substance.n.08,food,food.n.01,whipped cream
substance,substance.n.08,food,food.n.01,wrap
substance,substance.n.08,food,food.n.01,yogurt
substance,substance.n.08,food,food.n.01,yolk
substance,substance.n.08,food,food.n.01,zucchini
covering,covering.n.02,footwear,footwear.n.01,boot
covering,covering.n.02,footwear,footwear.n.01,flip-flop
covering,covering.n.02,footwear,footwear.n.01,flipper
covering,covering.n.02,footwear,footwear.n.01,iceskate
covering,covering.n.02,footwear,footwear.n.01,moccasin
covering,covering.n.02,footwear,footwear.n.01,rollerblade
covering,covering.n.02,footwear,footwear.n.01,rollerskate
covering,covering.n.02,footwear,footwear.n.01,sandal
covering,covering.n.02,footwear,footwear.n.01,shoe
covering,covering.n.02,footwear,footwear.n.01,ski boots
covering,covering.n.02,footwear,footwear.n.01,slipper
covering,covering.n.02,footwear,footwear.n.01,snowshoe
covering,covering.n.02,footwear,footwear.n.01,sock
covering,covering.n.02,footwear,footwear.n.01,stiletto
covering,covering.n.02,footwear,footwear.n.01,stockings
produce,produce.n.01,fruit,edible_fruit.n.01,apple
produce,produce.n.01,fruit,edible_fruit.n.01,avocado
produce,produce.n.01,fruit,edible_fruit.n.01,banana
produce,produce.n.01,fruit,edible_fruit.n.01,berry
produce,produce.n.01,fruit,edible_fruit.n.01,blackberry
produce,produce.n.01,fruit,edible_fruit.n.01,blueberry
produce,produce.n.01,fruit,edible_fruit.n.01,cantaloupe
produce,produce.n.01,fruit,edible_fruit.n.01,cherry
