anchor,concept,similarity
fruit,airbag,0.23639951646327972
fruit,chicken wire,0.23638083040714264
fruit,pocketknife,0.23635949194431305
fruit,grinder,0.2362818717956543
fruit,boar,0.23594090342521667
fruit,buckle,0.23580628633499146
fruit,duffel bag,0.2353404015302658
fruit,gearshift,0.23528943955898285
fruit,eggnog,0.23526883125305176
fruit,blowfish,0.23515288531780243
fruit,mosquito,0.23495587706565857
fruit,groundhog,0.2348475456237793
fruit,salami,0.23482076823711395
fruit,pastry,0.23478010296821594
fruit,grape,0.23464372754096985
fruit,tostada,0.2346135973930359
fruit,bassoon,0.23446303606033325
fruit,skateboard,0.2343415468931198
fruit,moccasin,0.23424476385116577
fruit,quesadilla,0.2339652180671692
fruit,raincoat,0.2339528352022171
fruit,gyroscope,0.23384881019592285
fruit,pug,0.23383447527885437
fruit,rocking chair,0.2337343394756317
fruit,apple tree,0.23368102312088013
fruit,poinsettia,0.23361340165138245
fruit,cruise ship,0.23356011509895325
fruit,washcloth,0.2335411012172699
fruit,doorknob,0.2334774136543274
fruit,step stool,0.23299023509025574
fruit,toothpick,0.23274008929729462
fruit,iguana,0.2327302247285843
fruit,coffee pot,0.2324713170528412
fruit,puffin,0.23222529888153076
fruit,appetizer,0.23216606676578522
fruit,lemonade,0.23190893232822418
fruit,pedal,0.2314697504043579
fruit,sardine,0.23134349286556244
fruit,wire cutters,0.23044881224632263
fruit,stethoscope,0.23041361570358276
fruit,spoon,0.23039308190345764
fruit,milkshake,0.23027867078781128
fruit,cleaver,0.23027265071868896
fruit,slipper,0.23026776313781738
fruit,cymbal,0.22995832562446594
fruit,eyeliner,0.22989225387573242
fruit,toad,0.22980980575084686
fruit,batter,0.22949501872062683
fruit,space shuttle,0.2294887751340866
fruit,spatula,0.2293725609779358
fruit,crystal ball,0.2289193719625473
fruit,stapler,0.22860568761825562
fruit,meatloaf,0.22857414186000824
fruit,coconut,0.22857344150543213
fruit,trolley,0.2285047322511673
fruit,cougar,0.22839856147766113
fruit,basil,0.22830849885940552
fruit,purse,0.22821712493896484
fruit,syringe,0.22810892760753632
fruit,caterpillar,0.2279973179101944
fruit,polisher,0.2279970496892929
fruit,birdbath,0.22791966795921326
fruit,jigsaw puzzle,0.22763356566429138
fruit,noodle,0.22759291529655457
fruit,pomegranate,0.22742822766304016
fruit,moth,0.22710612416267395
fruit,cheetah,0.22704806923866272
fruit,snail,0.22703085839748383
fruit,peeler,0.22693666815757751
fruit,chocolate,0.22690582275390625
fruit,school bus,0.22684669494628906
fruit,pudding,0.22681909799575806
fruit,limousine,0.22648464143276215
fruit,stiletto,0.22644539177417755
fruit,alligator,0.22595366835594177
fruit,fishnet stockings,0.2257539927959442
fruit,knife,0.22568798065185547
fruit,scissors,0.2253909856081009
fruit,nail file,0.22535184025764465
fruit,bat,0.22525182366371155
fruit,rim,0.22511136531829834
fruit,computer screen,0.2250649631023407
fruit,horn,0.22461667656898499
fruit,lab coat,0.2245323657989502
fruit,corkscrew,0.22446128726005554
fruit,centrifuge,0.22441723942756653
fruit,calzone,0.2243635058403015
fruit,dessert,0.2243388593196869
fruit,flask,0.22432821989059448
fruit,platypus,0.22406312823295593
fruit,crank,0.22381937503814697
fruit,landmine,0.22379958629608154
fruit,rose,0.22311241924762726
fruit,cocktail,0.22285179793834686
fruit,owl,0.22268474102020264
fruit,rifle,0.22253988683223724
fruit,sarcophagus,0.22248601913452148
fruit,hamster,0.22244790196418762
fruit,seal,0.2224043905735016
fruit,pecan,0.2223825752735138
fruit,jewelry,0.22219134867191315
fruit,gasket,0.2217872440814972
fruit,urn,0.22166141867637634
fruit,scallop,0.2216135859489441
fruit,jet,0.22156557440757751
fruit,crown,0.2215520739555359
fruit,boomerang,0.22145962715148926
fruit,cherry,0.2214319109916687
fruit,boa,0.22119171917438507
fruit,pajamas,0.22109688818454742
fruit,hummus,0.2209826409816742
fruit,bolo tie,0.22088177502155304
fruit,belt,0.2208598405122757
fruit,hood,0.22068709135055542
fruit,toothbrush,0.22067192196846008
fruit,yak,0.22050920128822327
fruit,rolling pin,0.22013796865940094
fruit,artichoke,0.219970703125
fruit,snowplow,0.21991747617721558
fruit,wrench,0.21981659531593323
fruit,iceskate,0.219715878367424
fruit,chime,0.21969464421272278
fruit,wolf,0.2196439802646637
fruit,knot,0.21957990527153015
fruit,submarine,0.21956364810466766
fruit,shears,0.2195405811071396
fruit,rat,0.2194993495941162
fruit,plunger,0.21946410834789276
fruit,honeypot,0.2193671464920044
fruit,turtleneck,0.2192598581314087
fruit,daisy,0.2192230224609375
fruit,trashcan,0.21922245621681213
fruit,machete,0.2191896140575409
fruit,headdress,0.21909360587596893
fruit,radio,0.21875546872615814
fruit,canoe,0.21850696206092834
fruit,scarecrow,0.21804594993591309
fruit,water filter,0.21780799329280853
fruit,ladle,0.21766439080238342
fruit,life jacket,0.21763041615486145
fruit,otter,0.21762317419052124
fruit,necklace,0.21752117574214935
fruit,lizard,0.2174227237701416
fruit,ferry,0.21740223467350006
fruit,scorpion,0.2173529863357544
fruit,car door,0.2172042280435562
fruit,stained glass,0.21716392040252686
fruit,grasshopper,0.2171562910079956
fruit,humvee,0.21710315346717834
fruit,rooster,0.21700970828533173
fruit,dumpling,0.2169276624917984
fruit,wine cooler,0.21675200760364532
fruit,pepper mill,0.2165951430797577
fruit,saltshaker,0.21650321781635284
fruit,guitar,0.21643197536468506
fruit,hot-water bottle,0.2160758078098297
fruit,dynamite,0.21604762971401215
fruit,air mattress,0.21601401269435883
fruit,sunflower,0.21599000692367554
fruit,flour,0.21585515141487122
fruit,ice pack,0.2157016098499298
fruit,gourd,0.21561859548091888
fruit,hatbox,0.21548664569854736
fruit,wok,0.21528178453445435
fruit,green beans,0.21511732041835785
fruit,can opener,0.21509228646755219
fruit,bell,0.214885413646698
fruit,rubber band,0.21476228535175323
fruit,brake,0.21468576788902283
fruit,hummingbird,0.21467231214046478
fruit,tea,0.21466973423957825
fruit,turntable,0.2146439254283905
fruit,gondola,0.21446271240711212
fruit,tapestry,0.21443575620651245
fruit,sweatsuit,0.21441128849983215
fruit,biscuit,0.21403568983078003
fruit,snowmobile,0.21353313326835632
fruit,playing card,0.2135143280029297
fruit,cream cheese,0.21329474449157715
fruit,quad,0.2131037712097168
fruit,toilet paper,0.21306481957435608
fruit,goldfish,0.212977796792984
fruit,gong,0.21295158565044403
fruit,orchid,0.21281160414218903
fruit,toga,0.21280832588672638
fruit,pony,0.21278345584869385
fruit,llama,0.21265679597854614
fruit,gum,0.21245691180229187
fruit,banana split,0.2120037078857422
fruit,sea urchin,0.21197609603405
fruit,abacus,0.21191036701202393
fruit,trowel,0.21180737018585205
fruit,inkwell,0.21144655346870422
fruit,cannon,0.21120229363441467
fruit,grenade,0.21100330352783203
fruit,metal detector,0.21080414950847626
fruit,bench,0.21070340275764465
fruit,tweezers,0.2105976641178131
fruit,xylophone,0.2105022668838501
fruit,hula hoop,0.21049459278583527
fruit,brussels sprouts,0.210473895072937
fruit,scooter,0.21043498814105988
fruit,poppy,0.21018528938293457
fruit,pen,0.21013304591178894
fruit,hairnet,0.20989564061164856
fruit,shaker,0.20915809273719788
fruit,flute,0.20907475054264069
fruit,airboat,0.2090470939874649
fruit,rabbit,0.20852141082286835
fruit,ladybug,0.2084956020116806
fruit,sloth,0.20842105150222778
fruit,lamb,0.20835652947425842
fruit,curtain,0.2083362191915512
fruit,gauze,0.208254873752594
fruit,tomato,0.20825308561325073
fruit,grater,0.2078481763601303
fruit,shark,0.20779305696487427
fruit,sunroof,0.2077396661043167
fruit,patty,0.2076835185289383
fruit,eyedropper,0.2075749784708023
fruit,yo-yo,0.2075508087873459
fruit,light switch,0.20734889805316925
fruit,buggy,0.2072243094444275
fruit,van,0.20713818073272705
fruit,duster,0.2069845050573349
fruit,blowtorch,0.20675553381443024
fruit,tuxedo,0.20656874775886536
fruit,gorilla,0.2065160870552063
fruit,koala,0.20626245439052582
fruit,plaster cast,0.2062319666147232
fruit,polo shirt,0.2060849964618683
fruit,sledgehammer,0.20602145791053772
fruit,omelet,0.20580649375915527
fruit,coral,0.2058047354221344
fruit,trumpet,0.2057080864906311
fruit,wreath,0.20569153130054474
fruit,grille,0.20542091131210327
fruit,chips,0.2051199972629547
fruit,go-kart,0.2046746462583542
fruit,undershirt,0.20456527173519135
fruit,burner,0.20441940426826477
fruit,tomato sauce,0.20438772439956665
fruit,raccoon,0.20433208346366882
fruit,corn,0.2040948122739792
fruit,ferret,0.20405855774879456
fruit,stingray,0.20392942428588867
fruit,gumdrop,0.20392422378063202
fruit,swan,0.2037784308195114
fruit,ukulele,0.2037501037120819
fruit,gingerbread man,0.2035825252532959
fruit,badger,0.20345628261566162
fruit,inhaler,0.2034538984298706
fruit,chive,0.20344501733779907
fruit,lanyard,0.20337717235088348
fruit,cape,0.20322009921073914
fruit,sundae,0.2029898762702942
fruit,banjo,0.2027287483215332
fruit,muff,0.20271024107933044
fruit,taillight,0.20237642526626587
fruit,cufflink,0.2023317813873291
fruit,arugula,0.20204614102840424
fruit,peppermint,0.20195847749710083
fruit,skirt,0.2018231600522995
fruit,jar,0.20175525546073914
fruit,football helmet,0.2013683319091797
fruit,potpie,0.20123392343521118
fruit,dolphin,0.20098936557769775
fruit,camcorder,0.20092758536338806
fruit,throne,0.20082777738571167
fruit,bunkbed,0.20063304901123047
fruit,hairbrush,0.2006092071533203
fruit,teddy bear,0.20051437616348267
fruit,turkey,0.20046666264533997
fruit,cuckoo clock,0.20043207705020905
fruit,violin,0.20040513575077057
fruit,icepick,0.20025134086608887
fruit,crutch,0.2002403438091278
fruit,screwdriver,0.2001248300075531
fruit,beaver,0.19982624053955078
fruit,quiche,0.19967928528785706
fruit,whipped cream,0.19959378242492676
fruit,stew,0.19951176643371582
fruit,air pump,0.1994764804840088
fruit,baton,0.19940781593322754
fruit,baseball bat,0.19926661252975464
fruit,bassinet,0.19897598028182983
fruit,crowbar,0.1989644467830658
fruit,pea,0.19884316623210907
fruit,crepe,0.19884204864501953
fruit,wagon,0.19878651201725006
fruit,fan,0.19876302778720856
fruit,anvil,0.1985563337802887
fruit,leek,0.19853949546813965
fruit,peanut,0.19844043254852295
fruit,shower cap,0.1982450634241104
fruit,hoe,0.19790984690189362
fruit,polar bear,0.19785404205322266
fruit,sauce,0.19781604409217834
fruit,macaroni,0.19778066873550415
fruit,waffle,0.19776391983032227
fruit,enchilada,0.19757169485092163
fruit,bowtie,0.19738022983074188
fruit,dreidel,0.19712921977043152
fruit,sewing machine,0.19690942764282227
fruit,hammock,0.1968400478363037
fruit,grits,0.19681020081043243
fruit,jellyfish,0.19631843268871307
fruit,soup,0.19625243544578552
fruit,celery,0.1958296000957489
fruit,gopher,0.19580857455730438
fruit,belt buckle,0.1955515444278717
fruit,sandal,0.19551825523376465
fruit,latte,0.19539228081703186
fruit,swimming pool,0.19528943300247192
fruit,deodorant,0.19528460502624512
fruit,tamale,0.1952604055404663
fruit,butterfly,0.19511589407920837
fruit,smoke alarm,0.19507190585136414
fruit,stilt,0.19484208524227142
fruit,bun,0.19476459920406342
fruit,christmas tree,0.19469544291496277
fruit,scalpel,0.19456982612609863
fruit,lemon,0.1943584382534027
fruit,aardvark,0.1941777914762497
fruit,pineapple,0.1941000521183014
fruit,waffle iron,0.1940162479877472
fruit,mattress,0.19392046332359314
fruit,crayfish,0.1937805712223053
fruit,kite,0.19374512135982513
fruit,chili,0.1936938464641571
fruit,pan,0.19363614916801453
fruit,hyena,0.19356241822242737
fruit,microwave,0.19353458285331726
fruit,rice,0.1935209035873413
fruit,grapefruit,0.1932799518108368
fruit,trident,0.19325673580169678
fruit,cordon bleu,0.19317297637462616
fruit,gyro,0.19297711551189423
fruit,jelly bean,0.19288653135299683
fruit,staple,0.19264742732048035
fruit,snowsuit,0.19256378710269928
fruit,shaving cream,0.19206644594669342
fruit,meerkat,0.19188858568668365
fruit,saxophone,0.19139191508293152
fruit,walnut,0.1913575828075409
fruit,duct,0.19132208824157715
fruit,bonsai,0.19127947092056274
fruit,flyswatter,0.19117766618728638
fruit,watering can,0.19114337861537933
fruit,cilantro,0.19109182059764862
fruit,avocado,0.1909746676683426
fruit,weed,0.19096724689006805
fruit,pheasant,0.19092851877212524
fruit,scoop,0.19061145186424255
fruit,thumbtack,0.19048583507537842
fruit,ravioli,0.19039760529994965
fruit,panda,0.19037535786628723
fruit,fondue,0.19013673067092896
fruit,sorbet,0.1900349259376526
fruit,windshield,0.1898590624332428
fruit,jetski,0.18971365690231323
fruit,chisel,0.18963205814361572
fruit,maggot,0.1893710494041443
fruit,rug,0.18935585021972656
fruit,cockatoo,0.18913128972053528
fruit,macadamia,0.1890295147895813
fruit,jug,0.18897171318531036
fruit,panther,0.188803032040596
fruit,soap,0.18870225548744202
fruit,melon,0.18863564729690552
fruit,blazer,0.1885363757610321
fruit,hotplate,0.18850168585777283
fruit,cornbread,0.1883767545223236
fruit,yogurt,0.18836811184883118
fruit,rake,0.1882263571023941
fruit,sushi,0.18778444826602936
fruit,toothpaste,0.1875714808702469
fruit,hammer,0.18745176494121552
fruit,pepper,0.18740731477737427
fruit,asparagus,0.1873173862695694
fruit,grapevine,0.1868879646062851
fruit,floss,0.18632587790489197
fruit,mascara,0.1862160861492157
fruit,walrus,0.18610233068466187
fruit,espresso,0.18593713641166687
fruit,lego,0.18589603900909424
fruit,rearview mirror,0.18580380082130432
fruit,spareribs,0.18572014570236206
fruit,pasta,0.18564997613430023
fruit,zebra,0.18540118634700775
fruit,steak,0.1853664517402649
fruit,swimsuit,0.18524110317230225
fruit,teapot,0.18511514365673065
fruit,hairdryer,0.18497245013713837
fruit,whale,0.1847269982099533
fruit,lion,0.18471860885620117
fruit,kaleidoscope,0.18466109037399292
fruit,hedgehog,0.18413704633712769
fruit,underwear,0.18375767767429352
fruit,icemaker,0.18374627828598022
fruit,wedding cake,0.1837347447872162
fruit,ratchet,0.1834450364112854
fruit,wasp,0.18344426155090332
fruit,cockroach,0.18342387676239014
fruit,squirt gun,0.18342038989067078
fruit,lamb chop,0.183161661028862
fruit,recliner,0.1831454038619995
fruit,wheat,0.18302497267723083
fruit,hatchet,0.18294455111026764
fruit,bathtub,0.18288324773311615
fruit,bee,0.18287062644958496
fruit,croissant,0.18280494213104248
fruit,aquarium,0.18280380964279175
fruit,anklet,0.18239101767539978
fruit,piano,0.18236559629440308
fruit,pinecone,0.18230822682380676
fruit,safety pin,0.1822780966758728
fruit,manatee,0.1822415441274643
fruit,tadpole,0.182203009724617
fruit,nightshirt,0.1820698082447052
fruit,poodle,0.18193109333515167
fruit,doll,0.18190720677375793
fruit,sandpaper,0.18173426389694214
fruit,pretzel,0.18152019381523132
fruit,weasel,0.18145307898521423
fruit,torpedo,0.18135640025138855
fruit,quill,0.18132531642913818
fruit,brooch,0.1812562346458435
fruit,cotton candy,0.18114715814590454
fruit,teacup,0.18084320425987244
fruit,ginger,0.18072780966758728
fruit,vacuum,0.1803838610649109
fruit,nail clippers,0.18023177981376648
fruit,sawhorse,0.18005689978599548
fruit,panties,0.17985114455223083
fruit,dough,0.17983436584472656
fruit,sandbag,0.179815411567688
fruit,deer,0.17976778745651245
fruit,tulip,0.1796751618385315
fruit,jackhammer,0.17962417006492615
fruit,cd player,0.1796138435602188
fruit,lobster,0.1796002835035324
fruit,hot-air balloon,0.17921145260334015
fruit,seagull,0.17906072735786438
fruit,police car,0.17897392809391022
fruit,gavel,0.17861905694007874
fruit,sailboat,0.1783904731273651
fruit,butter,0.17800699174404144
fruit,lighter,0.17791347205638885
fruit,broom,0.1776571273803711
fruit,donkey,0.1772184818983078
fruit,chick,0.1769995391368866
fruit,razor blade,0.176990807056427
fruit,tiara,0.1768217384815216
fruit,harmonica,0.1767420470714569
fruit,coffeemaker,0.17668165266513824
fruit,squid,0.17656061053276062
fruit,seaplane,0.17649558186531067
fruit,bazooka,0.17628827691078186
fruit,flamingo,0.176148921251297
fruit,leggings,0.17586274445056915
fruit,kneepad,0.17582473158836365
fruit,ham,0.1753838211297989
fruit,zucchini,0.17501774430274963
fruit,helicopter,0.17483365535736084
fruit,calamari,0.17456749081611633
fruit,bell pepper,0.17445823550224304
fruit,wig,0.17434903979301453
fruit,whisk,0.1739916205406189
fruit,ski boots,0.17384925484657288
fruit,tumbleweed,0.173715740442276
fruit,juicer,0.1735466718673706
fruit,shawl,0.1735076606273651
fruit,iron,0.17331956326961517
fruit,granola,0.17305368185043335
fruit,ink,0.17278313636779785
fruit,noisemaker,0.17277958989143372
fruit,poker,0.17261841893196106
fruit,earwig,0.17260080575942993
fruit,clarinet,0.1725570261478424
fruit,skunk,0.1720428466796875
fruit,porcupine,0.17187035083770752
fruit,praying mantis,0.17175647616386414
fruit,marshmallow,0.17173320055007935
fruit,pelican,0.1714169979095459
fruit,jersey,0.17113769054412842
fruit,kettle,0.17091599106788635
fruit,burrito,0.170587956905365
fruit,hedge,0.17053793370723724
fruit,oilcan,0.17034444212913513
fruit,licorice,0.17024800181388855
fruit,ram,0.1694006323814392
fruit,tiger,0.16903507709503174
fruit,chicken,0.16897842288017273
fruit,spaghetti,0.1688677966594696
fruit,rhinoceros,0.16881662607192993
fruit,cinnamon,0.16881603002548218
fruit,kitten,0.16864429414272308
fruit,terrarium,0.16850298643112183
fruit,stereo,0.16826584935188293
fruit,dustpan,0.16820213198661804
fruit,shrimp,0.16807129979133606
fruit,bacon,0.16799095273017883
fruit,peacock,0.16792726516723633
fruit,giraffe,0.1678771674633026
fruit,whip,0.1677628755569458
fruit,bathrobe,0.1677573025226593
fruit,keg,0.16766422986984253
fruit,gravy,0.16766391694545746
fruit,mustard,0.16757626831531525
fruit,bowler hat,0.16661617159843445
fruit,bok choy,0.16586191952228546
fruit,revolver,0.1657685935497284
fruit,snowshoe,0.1657588928937912
fruit,television,0.16491377353668213
fruit,bison,0.16485214233398438
fruit,antelope,0.16478529572486877
fruit,guinea pig,0.16470927000045776
fruit,tuba,0.16418863832950592
fruit,rhubarb,0.16415303945541382
fruit,slingshot,0.1640917956829071
fruit,ketchup,0.1638370156288147
fruit,seahorse,0.1636643409729004
fruit,dragonfly,0.16301599144935608
fruit,chaps,0.16221314668655396
fruit,videogame,0.16218984127044678
fruit,spear,0.1621243804693222
fruit,chinchilla,0.16202712059020996
fruit,kazoo,0.16198121011257172
fruit,nutcracker,0.16140173375606537
fruit,pine tree,0.16128964722156525
fruit,leotard,0.16085723042488098
fruit,reindeer,0.16073401272296906
fruit,pepperoni,0.1604018360376358
fruit,creme brulee,0.16037806868553162
fruit,bikini,0.1603771597146988
fruit,honey,0.1603347212076187
fruit,kangaroo,0.16002097725868225
fruit,fur coat,0.16001100838184357
fruit,straightjacket,0.1598077267408371
fruit,kilt,0.159261092543602
fruit,bull,0.15905919671058655
fruit,ambulance,0.15834231674671173
fruit,windshield wiper,0.15816892683506012
fruit,razor,0.15799187123775482
fruit,coyote,0.15797863900661469
fruit,shovel,0.15769881010055542
fruit,saw,0.1567600965499878
fruit,forklift,0.15667861700057983
fruit,hearse,0.15601137280464172
fruit,chickpea,0.15535593032836914
fruit,octopus,0.15526369214057922
fruit,taffy,0.15518519282341003
fruit,golf cart,0.15516099333763123
fruit,dollhouse,0.15469400584697723
fruit,rattlesnake,0.1546829491853714
fruit,milk,0.15449592471122742
fruit,trombone,0.1540246307849884
fruit,nacho,0.1539616584777832
fruit,lip gloss,0.15375640988349915
fruit,cobra,0.1534947007894516
fruit,clover,0.15316805243492126
fruit,rickshaw,0.1528480350971222
fruit,dalmatian,0.15283749997615814
fruit,jeep,0.1525108367204666
fruit,rattle,0.15240079164505005
fruit,chandelier,0.1523914933204651
fruit,nail polish,0.15206097066402435
fruit,sickle,0.15200114250183105
fruit,leech,0.15184465050697327
fruit,soda,0.15168121457099915
fruit,cornucopia,0.15145990252494812
fruit,mitten,0.1513388305902481
fruit,electric chair,0.1512104570865631
fruit,lasagna,0.15095484256744385
fruit,peanut butter,0.1508626937866211
fruit,potpourri,0.15072570741176605
fruit,bongo,0.1503443568944931
fruit,bow,0.14982694387435913
fruit,cauliflower,0.14909327030181885
fruit,candelabra,0.14828839898109436
fruit,ottoman,0.1481788158416748
fruit,cheeseburger,0.14801600575447083
fruit,beer,0.14800360798835754
fruit,champagne,0.14795143902301788
fruit,dirt bike,0.14793770015239716
fruit,margarita,0.1477121263742447
fruit,roof rack,0.1476757973432541
fruit,aloe,0.14747381210327148
fruit,hawk,0.14743585884571075
fruit,marijuana,0.14708180725574493
fruit,tugboat,0.1470664143562317
fruit,lip balm,0.14703552424907684
fruit,lawnmower,0.14683425426483154
fruit,lipstick,0.14636528491973877
fruit,palm tree,0.14630532264709473
fruit,tambourine,0.14601300656795502
fruit,whoopee cushion,0.1459851861000061
fruit,cane,0.1451224833726883
fruit,sling,0.14485308527946472
fruit,cheesecake,0.14450275897979736
fruit,velcro,0.14290404319763184
fruit,lollipop,0.1416870653629303
fruit,pita,0.1416369378566742
fruit,souffle,0.14079031348228455
fruit,bra,0.14003843069076538
fruit,turban,0.1400163769721985
fruit,tarantula,0.13983827829360962
fruit,soy sauce,0.1394074559211731
fruit,kayak,0.13815154135227203
fruit,cornmeal,0.13803896307945251
fruit,gazelle,0.13714736700057983
fruit,harp,0.13660451769828796
fruit,kebab,0.1357116401195526
fruit,dandelion,0.13510267436504364
fruit,bonnet,0.13487380743026733
fruit,saffron,0.13479700684547424
fruit,warthog,0.13380518555641174
fruit,flan,0.13098980486392975
fruit,stir fry,0.13088202476501465
fruit,baklava,0.130812868475914
fruit,loveseat,0.13079120218753815
fruit,orangutan,0.1301748901605606
fruit,jalapeno,0.12879398465156555
fruit,ashtray,0.1275583654642105
fruit,kiwi,0.12734755873680115
fruit,pantyhose,0.12716273963451385
fruit,guacamole,0.12673678994178772
fruit,flamethrower,0.12652811408042908
fruit,tortellini,0.1261751651763916
fruit,marmalade,0.12585076689720154
fruit,brass knuckles,0.12543486058712006
fruit,hopscotch,0.12537778913974762
fruit,ivy,0.12520085275173187
fruit,bamboo,0.12412488460540771
fruit,kale,0.1222023218870163
fruit,jam,0.12217064946889877
fruit,leopard,0.1204594075679779
fruit,mandolin,0.12025715410709381
fruit,hot tub,0.11982084810733795
fruit,kimono,0.11954542994499207
fruit,sheep,0.1194930374622345
fruit,garlic,0.11929668486118317
fruit,hearing aid,0.11915212869644165
fruit,makeup,0.1185062900185585
fruit,wind chimes,0.11828693747520447
fruit,papaya,0.11535952985286713
fruit,chihuahua,0.11442674696445465
fruit,robe,0.11078298091888428
fruit,bulldozer,0.11076110601425171
fruit,tongs,0.1098424643278122
fruit,okra,0.10786642134189606
fruit,sauerkraut,0.10262706875801086
fruit,tiramisu,0.09941868484020233
fruit,hot chocolate,0.09671937674283981
fruit,caviar,0.08607190102338791
fruit,broccoli,0.08323648571968079
fruit,lavender,0.07308923453092575
container,container,0.9999997615814209
container,engine,0.7064697742462158
container,notebook,0.6657702922821045
container,tool,0.6583139300346375
container,box,0.6504008769989014
container,file,0.6310410499572754
container,dashboard,0.6307604312896729
container,mailbox,0.6207795739173889
container,shelf,0.6187354922294617
container,toolbox,0.6173866987228394
container,wallet,0.6144793629646301
container,hook,0.6120731234550476
container,camera,0.6057517528533936
container,button,0.6003387570381165
container,computer,0.5976091623306274
container,projector,0.5970058441162109
container,bottle,0.5898942947387695
container,table,0.5874385237693787
container,frame,0.5823477506637573
container,generator,0.5770220756530762
container,scraper,0.5685672760009766
container,binder,0.5650837421417236
container,folder,0.5638536214828491
container,bank,0.561514139175415
container,clipboard,0.5592900514602661
container,train set,0.5592331886291504
container,mixer,0.553281307220459
container,printer,0.5521350502967834
container,album,0.5491827726364136
container,workbench,0.5485690832138062
container,patch,0.5456819534301758
container,match,0.5448005199432373
container,dumpster,0.5442132949829102
container,hourglass,0.5383982062339783
container,switch,0.5368140935897827
container,lock,0.5344157218933105
container,spacesuit,0.5340778827667236
container,coverall,0.5296263694763184
container,keyboard,0.5283798575401306
container,remote control,0.5274632573127747
container,key,0.523025631904602
container,pipe,0.5222969055175781
container,timer,0.5213563442230225
container,strainer,0.5208553075790405
container,calculator,0.519474983215332
container,flower,0.5172160863876343
container,barrel,0.516997218132019
container,matchbox,0.5164923071861267
container,chainsaw,0.5160695910453796
container,cup,0.5159919261932373
container,tablet,0.5156468152999878
container,padlock,0.5147894620895386
container,brush,0.5147048234939575
container,drawer,0.5126079320907593
container,car,0.5118709206581116
container,handle,0.5109212398529053
container,bag,0.505346417427063
container,modem,0.5037863254547119
container,checkers,0.5008118748664856
container,bucket,0.49920594692230225
container,suit,0.49855244159698486
container,valve,0.49754369258880615
container,crate,0.49546149373054504
container,bus,0.49533045291900635
container,strap,0.492390513420105
container,cardinal,0.49153316020965576
container,recorder,0.49143385887145996
container,board game,0.49129027128219604
container,marker,0.4904191195964813
container,plant,0.48995864391326904
container,bean,0.4896699786186218
container,zipper,0.4889959692955017
container,accordion,0.48705554008483887
container,chessboard,0.48426926136016846
container,highlighter,0.48405206203460693
container,fruit,0.48337244987487793
container,chain,0.48334062099456787
container,costume,0.4824497699737549
container,tape measure,0.4821690022945404
container,triangle,0.4813574552536011
container,toast,0.4807220697402954
container,cabinet,0.4798973798751831
container,ring,0.47689566016197205
container,game,0.47639331221580505
container,bookshelf,0.4760010540485382
container,license plate,0.4757338762283325
container,cellphone,0.47540608048439026
container,latch,0.47443777322769165
container,slicer,0.4730803966522217
container,trunk,0.47281044721603394
container,train,0.47150105237960815
container,book,0.46999356150627136
container,cat,0.46916356682777405
container,microphone,0.468782901763916
container,suspenders,0.46820804476737976
container,drink,0.46655288338661194
container,screen,0.4658176302909851
container,truck,0.4652317464351654
container,headrest,0.46499884128570557
container,ship,0.4641987085342407
container,locker,0.4641599655151367
container,steamroller,0.4630706012248993
container,axe,0.46227899193763733
container,vegetable,0.46141430735588074
container,cable,0.4613262712955475
container,perfume,0.46130943298339844
container,couch,0.4612826704978943
container,mongoose,0.46089184284210205
container,coil,0.4607607126235962
container,cookie,0.45971959829330444
container,backpack,0.45968714356422424
container,clasp,0.4584141671657562
container,potato,0.4583342671394348
container,bottle opener,0.4559005796909332
container,paintbrush,0.4557187557220459
container,locket,0.45511242747306824
container,chair,0.4541558623313904
container,toy,0.45372554659843445
container,sock,0.453198105096817
container,carriage,0.453152596950531
container,ball,0.45274868607521057
container,headband,0.45232996344566345
container,sweeper,0.4522576332092285
container,tree,0.45185086131095886
container,hovercraft,0.45150601863861084
container,vending machine,0.45131856203079224
container,chalkboard,0.4503355622291565
container,envelope,0.4500463604927063
container,comb,0.4497186243534088
container,smoothie,0.4489343762397766
container,copier,0.4481886029243469
container,cereal,0.44597434997558594
container,cart,0.44499507546424866
container,stretcher,0.4417620599269867
container,armor,0.4415533244609833
container,bagel,0.44064241647720337
container,glove,0.4388347566127777
container,catapult,0.4385014772415161
container,tape recorder,0.4378925561904907
container,arrow,0.43783038854599
container,shuffleboard,0.43763968348503113
container,bracelet,0.43721967935562134
container,clothes,0.43631821870803833
container,tractor,0.4356802999973297
container,motorcycle,0.4354667663574219
container,desk,0.4351198077201843
container,headlight,0.43443563580513
container,cd player,0.43377646803855896
container,canister,0.43318411707878113
container,glass,0.4314480721950531
container,glasses,0.4314478635787964
container,lectern,0.4306332468986511
container,weather vane,0.4304051697254181
container,bush,0.4296053647994995
container,combination lock,0.42944011092185974
container,domino,0.4276600182056427
container,tank,0.42715948820114136
container,flask,0.42621105909347534
container,whiteboard,0.4260486960411072
container,dryer,0.4254634380340576
container,breadbox,0.42537450790405273
container,crouton,0.42510631680488586
container,subway,0.42485228180885315
container,needle,0.42481598258018494
container,dice,0.4243014454841614
container,test tube,0.42295041680336
container,chest,0.42168426513671875
container,briefcase,0.41920173168182373
container,paper bag,0.418669730424881
