yes,no,yes-r,no-r
-1.9486162662506104,-1.5927870273590088,-1.8719604015350342,-1.566948652267456
-2.013176918029785,-1.5716466903686523,-2.510572910308838,-2.116142749786377
-1.4793367385864258,-1.9546422958374023,-1.9005745649337769,-1.5358399152755737
-1.3807011842727661,-1.8054429292678833,-2.0934982299804688,-2.0850486755371094
-2.366180896759033,-2.0417332649230957,-1.9456809759140015,-1.4231418371200562
-2.0413992404937744,-1.2815077304840088,-2.2291460037231445,-1.297200083732605
-1.731858730316162,-2.515407085418701,-2.0030007362365723,-2.3038907051086426
-1.9141898155212402,-2.6236910820007324,-2.062030553817749,-2.624650716781616
-1.7140581607818604,-1.3210089206695557,-1.8356770277023315,-1.4589146375656128
-1.4583628177642822,-1.756502389907837,-1.591338872909546,-1.419126272201538
-2.0898423194885254,-1.6209129095077515,-1.9101420640945435,-1.2560607194900513
-1.9604012966156006,-2.394613027572632,-2.3107848167419434,-2.0828795433044434
-1.9432199001312256,-1.5257642269134521,-2.358393669128418,-1.6002246141433716
-1.4823665618896484,-2.1351451873779297,-2.0172550678253174,-2.294398546218872
-1.37990403175354,-2.4819605350494385,-1.6774003505706787,-2.003303289413452
-1.5523720979690552,-2.5235118865966797,-1.9927754402160645,-2.2865757942199707
-2.103182315826416,-1.9032806158065796,-1.7009869813919067,-1.4147931337356567
-1.6158698797225952,-2.149567127227783,-1.8752375841140747,-2.282822608947754
-1.998977541923523,-1.3366659879684448,-1.8836010694503784,-1.711373209953308
-1.749466896057129,-2.681741714477539,-2.0705223083496094,-2.123382568359375
-1.82593834400177,-2.591078758239746,-2.1501107215881348,-2.2009472846984863
-1.5009840726852417,-1.5785292387008667,-1.9137463569641113,-2.231997013092041
-2.0365376472473145,-1.1917270421981812,-1.8708698749542236,-1.1322319507598877
-2.0260581970214844,-1.3989295959472656,-1.7135734558105469,-1.7486438751220703
-1.6803748607635498,-1.4668796062469482,-1.5452650785446167,-1.6201094388961792
-1.6800013780593872,-2.4049386978149414,-1.606813669204712,-2.2262346744537354
-1.9538918733596802,-1.6791764497756958,-1.8586431741714478,-1.9966017007827759
-2.3265819549560547,-2.2086105346679688,-2.019197463989258,-1.5717049837112427
-2.1576695442199707,-1.6609959602355957,-2.2814929485321045,-1.6487529277801514
-1.8697556257247925,-1.3939083814620972,-1.6445534229278564,-1.3546459674835205
-2.1880483627319336,-1.5957614183425903,-2.339367389678955,-1.3466401100158691
-2.4432168006896973,-1.5369362831115723,-2.2119460105895996,-1.8985668420791626
-2.0346922874450684,-1.3771873712539673,-2.5055813789367676,-1.2760968208312988
-1.8892590999603271,-1.4564836025238037,-1.7156814336776733,-1.7113326787948608
-2.386842727661133,-1.901763916015625,-1.9744977951049805,-1.6837167739868164
-2.1631016731262207,-1.1439709663391113,-1.976585865020752,-1.6916089057922363
-1.966963291168213,-1.290489673614502,-2.0075490474700928,-1.56125807762146
-2.315584421157837,-2.6874725818634033,-1.7885890007019043,-2.2992491722106934
-1.9268455505371094,-2.155702590942383,-2.012938976287842,-1.4423002004623413
-2.0753626823425293,-1.2932581901550293,-2.0414681434631348,-1.8296838998794556
-2.0297586917877197,-1.352968454360962,-2.0991382598876953,-1.4972268342971802
-1.1680281162261963,-1.8231756687164307,-1.508636713027954,-1.9462416172027588
-1.9012500047683716,-1.2273036241531372,-2.206286907196045,-1.5963703393936157
-1.9058818817138672,-2.57025146484375,-1.7239028215408325,-2.225409507751465
-2.1134729385375977,-1.990153193473816,-2.200669050216675,-1.572563886642456
-2.1081557273864746,-1.4118324518203735,-1.975716233253479,-1.9350897073745728
-1.7452155351638794,-1.7989436388015747,-2.068866729736328,-1.9744700193405151
-1.4978100061416626,-2.1474318504333496,-1.8512134552001953,-2.344127655029297
-1.7763158082962036,-1.9883233308792114,-1.6641030311584473,-2.078146457672119
-1.303389310836792,-1.8825461864471436,-1.7913048267364502,-1.9623997211456299
-1.6389139890670776,-1.5228995084762573,-1.919944405555725,-2.229613780975342
-1.7076534032821655,-1.7039226293563843,-2.1262106895446777,-2.1236186027526855
-1.93174409866333,-1.2149128913879395,-2.0219357013702393,-1.687119722366333
-1.9131190776824951,-1.6821563243865967,-1.826596975326538,-1.5871007442474365
-1.672816276550293,-2.469510078430176,-1.8861534595489502,-2.1713078022003174
-1.3572473526000977,-2.3458681106567383,-1.8978323936462402,-1.787696361541748
-1.6728363037109375,-2.556955337524414,-1.7183585166931152,-2.550685405731201
-1.5319815874099731,-2.03958797454834,-1.514096736907959,-1.9465365409851074
-1.0954487323760986,-1.9019672870635986,-1.3743940591812134,-1.9139295816421509
-2.0129013061523438,-1.3650550842285156,-2.086333751678467,-1.939013957977295
-1.9640864133834839,-2.3996047973632812,-1.8925166130065918,-2.4715609550476074
-2.242725372314453,-1.4551199674606323,-2.2754952907562256,-1.326068639755249
-1.4359278678894043,-1.8764491081237793,-1.6574571132659912,-1.9376580715179443
-1.5285532474517822,-2.044151544570923,-2.3878698348999023,-2.056412696838379
-1.5449281930923462,-1.864754319190979,-1.7813003063201904,-1.983198881149292
-2.1251516342163086,-1.2997406721115112,-2.117431163787842,-1.796496868133545
-1.924303650856018,-1.319700837135315,-1.8384099006652832,-1.7369732856750488
-1.430288314819336,-2.174213409423828,-1.8792147636413574,-2.1542487144470215
-1.4357250928878784,-1.7806824445724487,-2.048901319503784,-1.4167354106903076
-1.3673095703125,-1.8169364929199219,-1.5575346946716309,-1.9557547569274902
-1.646756887435913,-2.427995443344116,-1.6610122919082642,-2.357478618621826
-1.5321202278137207,-1.5895695686340332,-1.783079981803894,-1.6090344190597534
-1.3577711582183838,-1.8110144138336182,-1.755339503288269,-1.6884106397628784
-2.3038620948791504,-1.5623860359191895,-2.102884292602539,-1.5655288696289062
-1.651767373085022,-1.7720524072647095,-1.975233793258667,-2.024876356124878
-2.1772804260253906,-1.625177264213562,-2.455381393432617,-1.7637540102005005
-2.23582124710083,-1.3971694707870483,-2.1139016151428223,-1.3370766639709473
-1.6250596046447754,-1.8733201026916504,-2.073653221130371,-1.9963635206222534
-1.981864094734192,-1.184632420539856,-1.9189406633377075,-1.098185658454895
-1.5320531129837036,-1.547939419746399,-2.174539804458618,-1.6315271854400635
-1.3158549070358276,-1.8455923795700073,-1.8082562685012817,-1.7631818056106567
-2.0654215812683105,-1.227515697479248,-2.1515493392944336,-1.492594838142395
-1.8498737812042236,-2.373023271560669,-2.1493897438049316,-1.993431568145752
-1.9095286130905151,-1.3965548276901245,-2.1227216720581055,-1.8521966934204102
-1.6449346542358398,-1.7306623458862305,-2.025585651397705,-1.3690265417099
-1.730791449546814,-1.8748058080673218,-2.05124831199646,-2.2702596187591553
-1.707790732383728,-2.6196560859680176,-2.104665756225586,-2.3141555786132812
-1.8627339601516724,-1.7201310396194458,-2.174467086791992,-1.6444072723388672
-1.8784606456756592,-2.327244520187378,-2.046699285507202,-2.2526509761810303
-1.2136110067367554,-1.7463029623031616,-1.427475929260254,-1.8358259201049805
-1.768825650215149,-2.4996070861816406,-1.960988163948059,-2.2999048233032227
-1.7254332304000854,-1.7249258756637573,-1.9790982007980347,-1.8745430707931519
-2.298917293548584,-1.8056844472885132,-2.013805627822876,-1.9546263217926025
-1.3051221370697021,-1.7004315853118896,-1.3744289875030518,-1.872931718826294
-1.2506860494613647,-1.61563241481781,-1.6080877780914307,-1.934490442276001
-1.729873538017273,-1.629745364189148,-1.9827429056167603,-2.1049180030822754
-1.8228576183319092,-1.7512843608856201,-1.9922785758972168,-2.183122158050537
-2.005070209503174,-1.4857029914855957,-2.215329170227051,-1.6326075792312622
-1.5280076265335083,-2.0066566467285156,-2.008051872253418,-2.06691837310791
-1.2988394498825073,-1.8437880277633667,-1.8509925603866577,-2.286552906036377
-2.1369059085845947,-2.2491915225982666,-2.065976619720459,-2.258359432220459
-2.117429256439209,-1.3603912591934204,-2.1376004219055176,-1.5418304204940796
-1.6444677114486694,-1.4269288778305054,-1.9870364665985107,-2.0473010540008545
-2.3619446754455566,-2.023470401763916,-1.8747007846832275,-1.5086309909820557
-1.5832998752593994,-1.2531282901763916,-1.8978523015975952,-1.3813785314559937
-2.310025453567505,-1.3349926471710205,-2.5380935668945312,-1.6426315307617188
-1.8405265808105469,-2.6299781799316406,-2.0051236152648926,-2.2266087532043457
-1.5072438716888428,-1.8504693508148193,-1.6585147380828857,-2.0949676036834717
-1.4437593221664429,-1.5472253561019897,-1.6012580394744873,-1.7421519756317139
-1.8499767780303955,-1.6426880359649658,-2.0157368183135986,-1.6136868000030518
-2.3728456497192383,-1.948386311531067,-2.172269344329834,-1.2909331321716309
-2.6556549072265625,-1.8436870574951172,-2.205855369567871,-1.5566645860671997
-1.6347675323486328,-2.1605987548828125,-2.0980517864227295,-1.9245975017547607
-2.126575231552124,-2.1968305110931396,-2.045478105545044,-1.6152832508087158
-1.6926217079162598,-1.881655216217041,-2.1188998222351074,-1.835944652557373
-1.8062429428100586,-2.697402000427246,-1.932950496673584,-2.5184454917907715
-1.767667531967163,-1.2143208980560303,-1.8638393878936768,-1.7783310413360596
-1.465036392211914,-1.9781723022460938,-1.7864364385604858,-2.1473546028137207
-1.8831837177276611,-2.288071870803833,-1.7678338289260864,-2.2308406829833984
-1.587372899055481,-2.431767463684082,-1.875016212463379,-2.0191946029663086
-1.8449411392211914,-2.733567237854004,-2.1411519050598145,-2.4102253913879395
-1.443413257598877,-2.6541104316711426,-1.5733119249343872,-1.7272063493728638
-2.1233887672424316,-1.6008650064468384,-2.472360372543335,-1.9404981136322021
-2.16273832321167,-1.2302813529968262,-2.302016019821167,-1.7426745891571045
-2.3218958377838135,-1.7487471103668213,-2.1575634479522705,-2.1098663806915283
-2.277280569076538,-2.1076085567474365,-2.385183811187744,-2.274784564971924
-1.9658594131469727,-2.5244550704956055,-2.201697826385498,-2.3824515342712402
-1.8628488779067993,-1.5119940042495728,-1.7649112939834595,-1.7387043237686157
-2.2023468017578125,-1.135171890258789,-2.2721595764160156,-1.6703089475631714
-1.8538153171539307,-1.0692274570465088,-1.7715860605239868,-1.4255071878433228
-1.274780511856079,-2.363037347793579,-1.8105990886688232,-2.337223768234253
-1.9163339138031006,-1.8251397609710693,-1.991926670074463,-1.639040470123291
-2.011573314666748,-1.6098856925964355,-2.298750638961792,-1.9596545696258545
-2.000884771347046,-2.5607564449310303,-2.0783803462982178,-2.1050164699554443
-1.211487054824829,-2.2865774631500244,-1.691144585609436,-2.285125255584717
-1.4980370998382568,-2.11173415184021,-2.353419542312622,-2.435992479324341
-2.0830447673797607,-1.1605422496795654,-2.1378772258758545,-1.492497205734253
-1.804628610610962,-1.9989378452301025,-1.8256828784942627,-2.0604660511016846
-1.214782953262329,-2.3683664798736572,-1.7104042768478394,-2.39949893951416
-1.7016596794128418,-1.6154818534851074,-1.5982736349105835,-2.0180201530456543
-2.0667529106140137,-1.759366512298584,-2.4685206413269043,-1.964526653289795
-1.5892210006713867,-2.7484731674194336,-2.202284336090088,-2.35691499710083
-2.699481964111328,-1.752511978149414,-2.2754058837890625,-1.8928338289260864
-1.2735940217971802,-1.5824586153030396,-1.6921005249023438,-1.843587875366211
-1.8782156705856323,-1.812332034111023,-2.029107093811035,-1.845229148864746
-1.576688289642334,-1.7300715446472168,-1.9076191186904907,-1.891656517982483
-1.7759963274002075,-1.4270983934402466,-1.8595280647277832,-1.5906338691711426
-1.4809836149215698,-2.173664093017578,-1.907716155052185,-2.003417491912842
-1.9178398847579956,-2.34945011138916,-1.563629388809204,-1.8778955936431885
-1.4930166006088257,-1.6566919088363647,-1.8798699378967285,-1.8736824989318848
-1.8617563247680664,-1.4043550491333008,-2.2945406436920166,-1.749025583267212
-1.8173832893371582,-1.6557812690734863,-1.9169535636901855,-2.1821837425231934
-2.263456344604492,-1.4987887144088745,-1.8261358737945557,-1.3988802433013916
-2.5515851974487305,-1.7312458753585815,-2.4237794876098633,-1.7304562330245972
-1.7896456718444824,-2.3675341606140137,-1.6776537895202637,-2.184783458709717
-2.0326688289642334,-2.0657994747161865,-2.201251268386841,-2.3326256275177
-1.9667418003082275,-1.362823724746704,-1.8089860677719116,-1.3716329336166382
-1.7408134937286377,-1.9402477741241455,-2.0142252445220947,-1.9936411380767822
-1.544838786125183,-1.7821568250656128,-1.9014451503753662,-1.8895890712738037
-1.8112910985946655,-1.3318370580673218,-2.1013059616088867,-1.7143336534500122
-1.0109776258468628,-2.0702219009399414,-1.2824172973632812,-2.0228099822998047
-1.5378236770629883,-1.6879281997680664,-2.0932540893554688,-1.849704623222351
-1.585132360458374,-2.446693181991577,-1.9309002161026,-2.1477980613708496
-1.1700044870376587,-2.0083069801330566,-1.5395910739898682,-1.6992018222808838
-1.8017778396606445,-1.8862180709838867,-2.106740951538086,-2.2719459533691406
-1.809942603111267,-1.9650596380233765,-1.7292473316192627,-2.350592851638794
-1.9900096654891968,-1.9704192876815796,-2.2182321548461914,-2.0500898361206055
-2.1949431896209717,-1.3157260417938232,-2.0080904960632324,-1.6902098655700684
-1.7544740438461304,-2.237344264984131,-2.031136989593506,-2.102242946624756
-1.6139018535614014,-1.5142333507537842,-1.6656495332717896,-1.8711796998977661
-1.9501938819885254,-1.7989869117736816,-1.8161723613739014,-1.9496066570281982
-1.244634747505188,-1.4819947481155396,-1.8309805393218994,-1.7246630191802979
-1.8276487588882446,-2.132315158843994,-2.1007823944091797,-2.1779613494873047
-1.6737247705459595,-1.3947254419326782,-2.0777692794799805,-1.577876091003418
-1.9633452892303467,-1.3938910961151123,-2.023653030395508,-1.632989764213562
-1.8560898303985596,-1.3170692920684814,-1.6145625114440918,-1.55696439743042
-1.9188271760940552,-2.3454017639160156,-1.7214782238006592,-2.260370969772339
-1.3031800985336304,-2.0086684226989746,-2.0004398822784424,-1.9413597583770752
-1.5517604351043701,-1.9360759258270264,-1.6586108207702637,-1.895984172821045
-2.4746198654174805,-1.3629075288772583,-2.5660693645477295,-1.7848994731903076
-1.682489037513733,-1.5175319910049438,-1.8852598667144775,-1.6117041110992432
-1.2393829822540283,-2.0972530841827393,-1.9789587259292603,-1.8393694162368774
-1.577230453491211,-2.743806838989258,-2.062346935272217,-2.160773754119873
-1.6329600811004639,-2.249005079269409,-2.173297166824341,-2.2190887928009033
-1.6934007406234741,-1.5391095876693726,-1.863876461982727,-1.6761819124221802
-1.259477972984314,-1.840603232383728,-1.5920336246490479,-1.6151888370513916
-1.199065923690796,-2.0760629177093506,-1.4186731576919556,-1.8128172159194946
-1.5229158401489258,-2.0170984268188477,-2.204434871673584,-2.305598735809326
-1.2458816766738892,-2.1808829307556152,-1.4559941291809082,-2.1121811866760254
-1.3306900262832642,-1.7476707696914673,-1.3872727155685425,-1.845366358757019
-1.4846676588058472,-1.9110478162765503,-1.935683250427246,-1.9460420608520508
-1.885010004043579,-1.6308348178863525,-2.0535759925842285,-1.5114256143569946
-1.6445667743682861,-1.3556702136993408,-2.0406155586242676,-2.0231213569641113
-1.9456639289855957,-1.2802929878234863,-1.9271769523620605,-1.6005911827087402
-1.7910826206207275,-2.4489099979400635,-1.8345670700073242,-2.170374870300293
-1.9326273202896118,-2.433170795440674,-2.0220398902893066,-2.2098870277404785
-2.102146625518799,-1.3039442300796509,-2.048762321472168,-1.8860236406326294
-1.8040437698364258,-1.827275276184082,-2.019751787185669,-1.489579439163208
-1.8129998445510864,-1.8403874635696411,-2.059183120727539,-1.7643262147903442
-1.464190125465393,-2.178041934967041,-1.528240442276001,-1.855083703994751
-2.606264591217041,-2.388645648956299,-2.8575551509857178,-1.883880376815796
-2.008814811706543,-2.4496335983276367,-1.904022455215454,-1.9146406650543213
-1.2723649740219116,-1.883790373802185,-1.546196699142456,-1.7870814800262451
-2.1243643760681152,-1.4034343957901,-1.8901910781860352,-1.5616769790649414
-2.1536946296691895,-1.3585267066955566,-2.1158266067504883,-1.8947629928588867
-1.2563258409500122,-1.7735644578933716,-1.8112411499023438,-1.7712841033935547
-1.3902076482772827,-1.9568618535995483,-1.8494606018066406,-2.0455322265625
-1.8669028282165527,-1.3501334190368652,-1.9517573118209839,-1.2322443723678589
-1.7936596870422363,-1.2771668434143066,-2.433387517929077,-1.4973294734954834
-2.5213098526000977,-1.3333312273025513,-2.094900131225586,-1.4448508024215698
-1.4777331352233887,-1.808356761932373,-1.6233608722686768,-1.9445812702178955
-1.6243562698364258,-1.7783746719360352,-2.0157134532928467,-2.1029365062713623
-1.3854398727416992,-1.669835090637207,-1.5978360176086426,-1.328535556793213
-1.777108073234558,-1.4585617780685425,-1.7792870998382568,-1.8770616054534912
-0.9556430578231812,-2.211428165435791,-1.7666584253311157,-1.3501182794570923
-1.7530646324157715,-1.9357314109802246,-2.0328524112701416,-2.425367593765259
-1.2834045886993408,-1.6969997882843018,-1.370613694190979,-1.6779237985610962
-1.507196307182312,-1.869766116142273,-1.987921953201294,-1.8629696369171143
-2.2313742637634277,-2.1396632194519043,-1.9613988399505615,-1.7642133235931396
-1.5545789003372192,-1.7495137453079224,-1.7588753700256348,-1.5872693061828613
-1.9083213806152344,-1.9076995849609375,-2.183288097381592,-1.4098488092422485
-1.9145759344100952,-2.4639382362365723,-2.038302183151245,-2.4718711376190186
-2.4469168186187744,-1.277254343032837,-2.3894364833831787,-1.2469727993011475
-1.6134414672851562,-1.8158531188964844,-1.3923872709274292,-1.6623915433883667
-2.1722397804260254,-1.3447308540344238,-2.1011714935302734,-2.098011016845703
-2.253319025039673,-1.3766767978668213,-2.2786154747009277,-1.8638396263122559
-2.1692779064178467,-1.7340991497039795,-2.2830328941345215,-1.9897360801696777
-1.6607024669647217,-1.7599647045135498,-1.9972927570343018,-1.8071777820587158
-2.1611504554748535,-1.8613171577453613,-2.17089581489563,-1.8118984699249268
-2.2024576663970947,-1.6041738986968994,-2.6431615352630615,-1.4985015392303467
-1.3355178833007812,-1.784341812133789,-1.943525791168213,-1.8035130500793457
-2.198417901992798,-1.8730394840240479,-1.8564931154251099,-1.631984829902649
-1.7749683856964111,-1.821143388748169,-2.0663182735443115,-2.0323407649993896
-2.135284423828125,-1.9602069854736328,-2.016871452331543,-1.988591194152832
-1.1941778659820557,-1.6997721195220947,-1.5453927516937256,-1.6685693264007568
-2.2629992961883545,-1.8297107219696045,-2.3574953079223633,-1.6611566543579102
-2.3640387058258057,-1.568025827407837,-2.775355339050293,-1.5883636474609375
-1.9023377895355225,-2.662757635116577,-1.877304196357727,-1.8473855257034302
-1.3313323259353638,-1.7595473527908325,-1.6793224811553955,-1.8214237689971924
-2.498753309249878,-1.5130736827850342,-2.1932897567749023,-1.5356990098953247
-1.5284653902053833,-1.8452855348587036,-1.9485626220703125,-2.371692657470703
-1.4637598991394043,-1.9517264366149902,-1.6406240463256836,-2.0868043899536133
-2.081777334213257,-1.62980055809021,-2.150392532348633,-1.3971883058547974
-1.7119927406311035,-2.1616101264953613,-1.9752674102783203,-2.4229507446289062
-2.2275540828704834,-1.2693135738372803,-2.0335497856140137,-0.9497295022010803
-1.6124873161315918,-2.020289897918701,-2.2107481956481934,-1.6135247945785522
-2.13033390045166,-1.6233491897583008,-2.057236909866333,-1.5389587879180908
-1.315685510635376,-2.0465548038482666,-1.9254001379013062,-1.9004348516464233
-1.9716370105743408,-1.5493557453155518,-2.0959689617156982,-1.8923022747039795
-1.8698434829711914,-1.7359228134155273,-2.1034183502197266,-2.1486282348632812
-1.6584229469299316,-1.8546624183654785,-1.9502917528152466,-1.820719838142395
-1.285736083984375,-2.190927505493164,-1.8836560249328613,-2.4254746437072754
-1.7712396383285522,-1.3931783437728882,-2.046658992767334,-2.0713419914245605
-1.9068021774291992,-1.4425573348999023,-2.0104870796203613,-1.5324598550796509
-1.7863515615463257,-1.3059781789779663,-1.8750097751617432,-1.4088213443756104
-1.9655015468597412,-1.8924787044525146,-2.273942232131958,-2.1946861743927
-2.1551873683929443,-2.1099202632904053,-1.733528971672058,-1.7735108137130737
-2.1824793815612793,-1.7565892934799194,-2.073627471923828,-1.942544937133789
-1.9095712900161743,-1.4827829599380493,-1.849440336227417,-1.6557738780975342
-2.0813918113708496,-1.3146165609359741,-2.230433940887451,-1.5491806268692017
-1.6012094020843506,-2.1373002529144287,-1.7755323648452759,-2.236402988433838
-1.4186913967132568,-2.1818063259124756,-1.9116156101226807,-2.2170050144195557
-1.3964049816131592,-2.2948005199432373,-1.6675009727478027,-2.192025661468506
-1.256554126739502,-2.0247044563293457,-1.9185822010040283,-2.232264757156372
-2.100348949432373,-2.0763468742370605,-2.3955116271972656,-1.7272053956985474
-1.8323636054992676,-1.7838616371154785,-1.8825175762176514,-2.1821906566619873
-1.6291117668151855,-1.4665637016296387,-1.629239797592163,-1.461150884628296
-1.93644118309021,-2.56235671043396,-1.7062270641326904,-2.473341703414917
-1.1819384098052979,-1.6401445865631104,-1.5762916803359985,-1.9679371118545532
-1.533828854560852,-2.112062454223633,-2.2308826446533203,-2.0978336334228516
-1.8431878089904785,-1.3219819068908691,-1.4174025058746338,-1.4580328464508057
-1.7307569980621338,-2.0509493350982666,-2.120422840118408,-2.2095532417297363
-1.2082390785217285,-2.1427769660949707,-1.59304940700531,-2.0625758171081543
-1.3955062627792358,-1.7609084844589233,-1.9250164031982422,-1.855600357055664
-1.62686026096344,-1.4721418619155884,-1.4764785766601562,-1.9351768493652344
-1.4426381587982178,-1.7753198146820068,-1.8338731527328491,-1.7285913228988647
-2.2179999351501465,-1.9628347158432007,-2.348565101623535,-2.073136329650879
-1.432206392288208,-1.6254723072052002,-1.682952880859375,-1.8524169921875
-1.9729846715927124,-2.2338528633117676,-1.83670973777771,-2.242603063583374
-1.616047739982605,-2.398837089538574,-1.4911298751831055,-2.055344581604004
-2.1182310581207275,-1.514477014541626,-2.273320436477661,-1.278620958328247
-2.153398036956787,-2.1053061485290527,-2.0435404777526855,-1.707566738128662
-2.020383834838867,-1.6048717498779297,-2.174633502960205,-1.8432658910751343
-1.4214882850646973,-2.0639424324035645,-1.9279322624206543,-2.294389247894287
-1.6862682104110718,-1.2941802740097046,-1.9475762844085693,-1.0998094081878662
-1.9856560230255127,-2.2710793018341064,-1.6081750392913818,-1.8468339443206787
-1.4395582675933838,-1.7538301944732666,-2.0616235733032227,-1.701817512512207
-1.8449833393096924,-1.8217289447784424,-2.137996196746826,-1.9851964712142944
-1.5423439741134644,-1.3679760694503784,-1.8074387311935425,-1.728087306022644
-1.4960007667541504,-2.0368523597717285,-1.9578778743743896,-2.3173482418060303
-1.7457362413406372,-1.609212040901184,-1.870849609375,-1.9941082000732422
-1.617470145225525,-1.8619312047958374,-1.5801501274108887,-2.1896300315856934
-2.367842197418213,-1.2260805368423462,-2.039276123046875,-1.66876220703125
-1.5680140256881714,-2.0468101501464844,-2.0207889080047607,-2.5363099575042725
-2.112252950668335,-1.6948869228363037,-2.245638847351074,-1.4348020553588867
-2.31831693649292,-1.164680004119873,-2.0221903324127197,-1.2722551822662354
-1.6467868089675903,-1.516011357307434,-1.8109852075576782,-1.607688546180725
-1.8636038303375244,-1.7251760959625244,-1.768378496170044,-1.7547142505645752
-2.299065589904785,-2.104435920715332,-1.7761502265930176,-1.915489673614502
-2.0310399532318115,-1.2603604793548584,-1.9285564422607422,-1.4163227081298828
-1.6441162824630737,-1.5484246015548706,-1.82791268825531,-1.4906152486801147
-1.3540301322937012,-2.216529369354248,-1.8168889284133911,-1.776699185371399
-1.4168524742126465,-1.7071337699890137,-1.805600643157959,-1.8396544456481934
-2.0028812885284424,-1.8065979480743408,-2.276350259780884,-2.005310297012329
-1.7805885076522827,-1.9249194860458374,-1.883629322052002,-2.3233189582824707
-2.027585983276367,-1.5374964475631714,-1.6895976066589355,-1.4006171226501465
-1.9320602416992188,-2.081838607788086,-1.552384853363037,-1.6154303550720215
-1.9499603509902954,-2.3369383811950684,-1.796964406967163,-2.179900884628296
-2.046637535095215,-1.5394315719604492,-2.0666840076446533,-1.692450761795044
-1.1736339330673218,-1.834520697593689,-1.9548325538635254,-2.296888828277588
-1.1946098804473877,-2.149371385574341,-1.7213678359985352,-2.235537528991699
-2.5342211723327637,-1.5097326040267944,-2.3735921382904053,-1.7003018856048584
-1.762204885482788,-2.2720086574554443,-1.7800207138061523,-2.3161802291870117
-2.1726033687591553,-2.1521832942962646,-1.9349147081375122,-1.654532551765442
-1.6191084384918213,-1.402700662612915,-2.041168212890625,-1.8090170621871948
-1.9446957111358643,-1.6878159046173096,-1.8423662185668945,-1.8872747421264648
-1.7733439207077026,-1.811496615409851,-1.9175382852554321,-1.5770784616470337
-1.219417691230774,-2.0460948944091797,-1.3992425203323364,-2.013784408569336
-1.3916429281234741,-1.9500268697738647,-1.6712671518325806,-2.3741955757141113
-1.5146106481552124,-2.081190586090088,-1.7421050071716309,-1.8455004692077637
-2.023512840270996,-1.4442588090896606,-1.9622160196304321,-1.634255051612854
-2.152721881866455,-1.320217490196228,-2.3451919555664062,-1.621433138847351
-1.3418868780136108,-1.7393897771835327,-1.3979194164276123,-1.8728511333465576
-1.9946366548538208,-1.3566457033157349,-2.1103241443634033,-2.0991222858428955
-1.672308325767517,-1.6044448614120483,-2.2225589752197266,-1.9380569458007812
-1.4745885133743286,-1.7751675844192505,-2.1772992610931396,-1.9009244441986084
-2.001638174057007,-1.409055471420288,-2.279232978820801,-1.6782482862472534
-1.4019163846969604,-1.4489058256149292,-1.6391589641571045,-1.2325637340545654
-1.2449017763137817,-1.894333004951477,-1.488257884979248,-1.9952502250671387
-1.5697567462921143,-1.3700668811798096,-1.6208219528198242,-1.5431528091430664
-1.518136978149414,-2.1125049591064453,-1.881976842880249,-1.943450689315796
-2.2989020347595215,-1.5259889364242554,-1.887014389038086,-1.2786178588867188
-1.8416846990585327,-1.3474467992782593,-1.9000341892242432,-1.5627424716949463
-2.053213119506836,-2.3277454376220703,-1.6637094020843506,-1.955442190170288
-1.7690538167953491,-1.0277856588363647,-2.0073723793029785,-1.5612988471984863
-2.711158037185669,-1.5183441638946533,-2.56980037689209,-1.6770542860031128
-1.4440891742706299,-1.3990356922149658,-1.661152720451355,-1.8534477949142456
-1.4050813913345337,-2.6188549995422363,-1.692729115486145,-2.0616273880004883
-1.7293751239776611,-1.9206326007843018,-2.3077809810638428,-1.5940873622894287
-1.5807294845581055,-1.2478094100952148,-1.7548871040344238,-1.1511902809143066
-1.6738972663879395,-1.5104985237121582,-1.7450348138809204,-1.8662925958633423
-2.272528648376465,-1.4290248155593872,-1.9362869262695312,-1.42449951171875
-1.2016099691390991,-2.2391257286071777,-1.8399803638458252,-1.9265053272247314
-1.520379900932312,-1.883010745048523,-1.7199491262435913,-1.974723219871521
-1.3826326131820679,-1.944877028465271,-1.6213710308074951,-2.1422011852264404
-2.9151275157928467,-1.637145757675171,-2.756413459777832,-1.9510468244552612
-1.9477589130401611,-1.9527828693389893,-2.1395320892333984,-2.1146774291992188
-1.928525686264038,-1.2685487270355225,-1.8570053577423096,-1.192866563796997
-1.2801733016967773,-2.0197362899780273,-1.7660104036331177,-2.031301498413086
-2.1406121253967285,-1.634096622467041,-2.1105995178222656,-1.9146596193313599
-2.1955020427703857,-1.295973539352417,-2.1350250244140625,-1.6541862487792969
-1.4270521402359009,-2.102600574493408,-2.343581438064575,-2.251237154006958
-1.9047600030899048,-2.682502269744873,-2.0906260013580322,-2.407562494277954
-2.3000617027282715,-1.7702115774154663,-2.426762104034424,-1.7563824653625488
-2.2684085369110107,-1.6895549297332764,-2.0783839225769043,-1.742887020111084
-1.6230112314224243,-1.7535063028335571,-2.1076438426971436,-1.698866605758667
-1.6163246631622314,-1.811713457107544,-2.0628204345703125,-1.8467750549316406
-1.9994919300079346,-1.3562748432159424,-1.9334324598312378,-1.380257487297058
-1.706413745880127,-2.410007953643799,-1.8155087232589722,-1.437641978263855
-1.656817078590393,-2.366589069366455,-2.1362085342407227,-2.273198127746582
