premise,conclusion,hypernymy,similarity_raw,similarity_binary,premise_form,conclusion_form
food,butter,yes,0.7739768028259277,high,food,butter
animal,duct,no,0.11746132373809814,low,animals,ducts
container,wheelbarrow,yes,0.6057063341140747,low,containers,wheelbarrows
animal,zebra,yes,0.8821325898170471,high,animals,zebras
animal,bird,yes,0.8475367426872253,high,animals,birds
animal,moss,no,0.5674336552619934,high,animals,mosses
protective clothing,gyro,no,0.11542487889528275,high,protective clothing,gyros
food,sauce,yes,0.6731314659118652,high,food,sauces
electronic device,calculator,no,0.7343364357948303,high,electronic devices,calculators
food,rhubarb,yes,0.7166478633880615,high,food,rhubarbs
fastener,thumbtack,yes,0.6782504320144653,low,fasteners,thumbtacks
furniture,chest,yes,0.7958621382713318,high,furniture,chests
food,paper,no,0.14203116297721863,low,food,paper
clothing,peach,no,0.1539352536201477,low,clothing,peaches
plant,arugula,yes,0.934638500213623,high,plants,arugula
container,watering can,yes,0.3565545082092285,low,containers,watering cans
animal,rabbit,yes,0.8948073983192444,high,animals,rabbits
food,stroller,no,0.14249862730503082,low,food,strollers
food,caviar,yes,0.6616196036338806,high,food,caviar
garden tool,hatchet,yes,0.8681418299674988,high,garden tools,hatchets
kitchen tool,goat,no,0.09523237496614456,low,kitchen tools,goats
game,puffin,no,0.12031647562980652,low,games,puffins
food,steak,yes,0.7606834769248962,high,food,steaks
vehicle,limousine,yes,0.8518165946006775,high,vehicles,limousines
clothing,stiletto,yes,0.7465270757675171,high,clothing,stilettoes
food,kite,no,0.14364178478717804,low,food,kites
breakfast,croissant,yes,0.888296902179718,high,breakfasts,croissants
plant,train,no,0.08247911185026169,low,plants,trains
clothing,bow,yes,0.74148029088974,high,clothing,bow
electronic device,dryer,yes,0.7933965921401978,high,electronic devices,dryers
tool,cleaver,yes,0.743529200553894,high,tools,cleavers
seafood,buggy,no,0.08505858480930328,low,seafood,buggies
toy,pinwheel,yes,0.7851229906082153,high,toys,pinwheels
tool,gopher,no,0.0950683057308197,low,tools,gophers
auto part,seatbelt,yes,0.6498926877975464,high,auto parts,seatbelts
fruit,bell pepper,no,0.8978107571601868,high,fruits,bell peppers
furniture,toucan,no,0.11745002120733261,low,furniture,toucans
container,flask,yes,0.4019031524658203,low,containers,flasks
game,board game,yes,0.8764650225639343,high,games,board games
food,blackberry,yes,0.7759657502174377,high,food,blackberries
container,chest,yes,0.7251085638999939,high,containers,chests
breakfast,blower,no,0.10512319207191467,low,breakfasts,blowers
food,eyeliner,no,0.1274634599685669,low,food,eyeliners
clothing,eye patch,yes,0.7316383123397827,high,clothing,eye patches
animal,calf,yes,0.8734194040298462,high,animals,calves
animal,worm,yes,0.7746594548225403,high,animals,worms
protective clothing,kneepad,yes,0.8459251523017883,high,protective clothing,kneepads
garden tool,scissors,yes,0.7168464064598083,low,garden tools,scissors
container,cage,yes,0.754602313041687,high,containers,cages
accessory,belt,yes,0.7057000398635864,low,accessories,belts
mammal,toad,no,0.8833079934120178,high,mammals,toads
food,notebook,no,0.1333346664905548,low,food,notebooks
container,wagon,no,0.7282963991165161,high,containers,wagons
home decor,wallpaper,yes,0.574979305267334,high,home decor,wallpapers
musical instrument,boomerang,no,0.6884772777557373,high,musical instruments,boomerangs
animal,crystal ball,no,0.12406148761510849,low,animals,crystal balls
vehicle,bike,yes,0.856165885925293,high,vehicles,bikes
electronic device,seaweed,no,0.11422543972730637,low,electronic devices,seaweeds
animal,van,no,0.12256715446710587,low,animals,vans
food,daisy,no,0.4564240574836731,high,food,daisies
kitchen equipment,dragonfly,no,0.08478888124227524,high,kitchen equipment,dragonflies
vehicle,green beans,no,0.10791315138339996,low,vehicles,green beans
vehicle,celery,no,0.10577384382486343,low,vehicles,celeries
food,birdcage,no,0.149236798286438,low,food,birdcages
kitchen equipment,cat,no,0.08205355703830719,low,kitchen equipment,cats
plant,ivy,yes,0.9209280610084534,high,plants,ivy
vehicle,camper,yes,0.8765456080436707,high,vehicles,campers
plant,grasshopper,no,0.8477981686592102,high,plants,grasshoppers
food,sunflower,no,0.5274811387062073,high,food,sunflowers
toy,music box,yes,0.48643648624420166,low,toys,music boxes
women's clothing,undershirt,no,0.8895729184150696,high,women's clothes,undershirts
mammal,jukebox,no,0.10218603909015656,low,mammals,jukeboxes
accessory,bow,yes,0.7264847159385681,low,accessories,bow
electronic device,fish,no,0.11758973449468613,low,electronic devices,fish
school supply,paintbrush,no,0.7171794772148132,high,school supplies,paintbrushes
vehicle,roadsweeper,yes,0.8811007738113403,high,vehicles,roadsweepers
food,strainer,no,0.4882051646709442,high,food,strainers
furniture,spinach,no,0.11826813966035843,low,furniture,spinach
food,syrup,yes,0.6292635202407837,high,food,syrups
electronic device,jackhammer,yes,0.5623064041137695,high,electronic devices,jackhammers
fastener,chain,yes,0.7423815131187439,high,fasteners,chains
tool,pipe,yes,0.8139896988868713,high,tools,pipes
garden tool,clipper,yes,0.8635988831520081,high,garden tools,clippers
container,peanut,no,0.11342868208885193,low,containers,peanuts
electronic device,toaster oven,no,0.7706307172775269,high,electronic devices,toaster ovens
vehicle,wheel,no,0.7139370441436768,high,vehicles,wheels
food,peanut,yes,0.758851170539856,high,food,peanuts
bird,cockatoo,yes,0.9441444873809814,high,birds,cockatoos
tool,cotton candy,no,0.09252393990755081,low,tools,cotton candy
clothing,blackberry,no,0.15653783082962036,low,clothing,blackberries
electronic device,toucan,no,0.11304342746734619,low,electronic devices,toucans
footwear,sprouts,no,0.11103703081607819,low,footwear,sprouts
food,hummus,yes,0.7895382642745972,high,food,hummus
home decor,wind chimes,yes,0.5225462913513184,low,home decor,wind chimes
food,lobster,yes,0.6314752101898193,high,food,lobsters
food,handle,no,0.13628675043582916,low,food,handles
game,moose,no,0.11958837509155273,low,games,moose
toiletry,lip gloss,yes,0.8202018737792969,high,toiletries,lip glosses
breakfast,cord,no,0.10952715575695038,low,breakfasts,cords
musical instrument,bell,yes,0.802585244178772,high,musical instruments,bells
weapon,pepper,no,0.20767880976200104,high,weapons,peppers
clothing,bracelet,no,0.6655169129371643,high,clothing,bracelets
kitchen equipment,food processor,yes,0.8649544715881348,high,kitchen equipment,food processors
animal,dragonfly,yes,0.7843248248100281,high,animals,dragonflies
food,kale,yes,0.704581081867218,high,food,kale
home decor,candle,yes,0.5293405652046204,low,home decor,candles
clothing,oyster,no,0.15257495641708374,low,clothing,oysters
food,tulip,no,0.5113340020179749,high,food,tulips
furniture,hammock,yes,0.6467452645301819,high,furniture,hammocks
food,barnacle,no,0.467166930437088,high,food,barnacles
plant,palm tree,no,0.8709397912025452,high,plants,palm trees
clothing,raincoat,yes,0.7898409962654114,high,clothing,raincoats
electronic device,platypus,no,0.1088910847902298,low,electronic devices,platypuses
drink,soda,yes,0.9554553031921387,high,drinks,sodas
garden tool,axe,yes,0.8688916563987732,high,garden tools,axes
container,aquarium,yes,0.3439047932624817,low,containers,aquariums
weapon,metal detector,no,0.7173022627830505,high,weapons,metal detectors
tool,stamp,yes,0.4286540746688843,low,tools,stamps
food,grits,yes,0.7998749017715454,high,food,grits
tool,shears,yes,0.8363094925880432,high,tools,shears
kitchen tool,kettle,yes,0.7763091921806335,high,kitchen tools,kettles
office supply,pencil sharpener,no,0.712601363658905,high,office supplies,pencil sharpeners
weapon,blowgun,yes,0.6196655631065369,high,weapons,blowguns
vehicle,bun,no,0.10561061650514603,low,vehicles,buns
candy,popcorn,no,0.8705394268035889,high,candy,popcorn
kitchen tool,pigeon,no,0.09509427845478058,low,kitchen tools,pigeons
food,speedometer,no,0.13740794360637665,low,food,speedometers
mammal,amplifier,no,0.1026080846786499,low,mammals,amplifiers
bird,seagull,yes,0.9104171395301819,high,birds,seagulls
furniture,chair,yes,0.827460765838623,high,furniture,chairs
food,french fries,no,0.7953926920890808,high,food,french fries
condiment,biscuit,no,0.8077649474143982,high,condiments,biscuits
garden tool,chisel,no,0.8297834396362305,high,garden tools,chisels
food,sweater,no,0.1416167914867401,low,food,sweaters
seafood,fish,yes,0.6937848925590515,high,seafood,fish
food,sarcophagus,no,0.14297164976596832,low,food,sarcophagi
jewelry,pocket watch,yes,0.6721608638763428,low,jewelry,pocket watches
mammal,chisel,no,0.10195479542016983,low,mammals,chisels
animal,aquarium,no,0.585046648979187,high,animals,aquariums
headwear,wig,yes,0.8695135116577148,high,headwear,wigs
tool,grinder,yes,0.715092122554779,high,tools,grinders
electronic device,joystick,yes,0.7833611369132996,high,electronic devices,joysticks
tool,pen,yes,0.5956765413284302,low,tools,pens
mammal,yak,yes,0.918570339679718,high,mammals,yaks
food,pocket watch,no,0.13831207156181335,low,food,pocket watches
container,drawer,yes,0.6384195685386658,low,containers,drawers
vehicle,garbage truck,no,0.8452441096305847,high,vehicles,garbage trucks
accessory,banana,no,0.1440279334783554,low,accessories,bananas
accessory,glove,yes,0.6257392168045044,low,accessories,gloves
tool,crank,yes,0.8203577399253845,high,tools,cranks
condiment,butter,yes,0.7968185544013977,low,condiments,butter
electronic device,icemaker,yes,0.6223732233047485,high,electronic devices,icemakers
food,sweet potato,no,0.7731173038482666,high,food,sweet potatoes
dessert,milkshake,yes,0.8532134294509888,high,desserts,milkshakes
food,poinsettia,no,0.46039125323295593,high,food,poinsettias
musical instrument,sauerkraut,no,0.10914654284715652,low,musical instruments,sauerkraut
school supply,paper,yes,0.7669916152954102,high,school supplies,paper
women's clothing,veil,yes,0.9026692509651184,high,women's clothes,veils
seafood,scallop,yes,0.8763489723205566,high,seafood,scallops
mammal,duck,no,0.8881366848945618,high,mammals,ducks
animal,pheasant,yes,0.8785911798477173,high,animals,pheasants
weapon,flamethrower,yes,0.6480012536048889,high,weapons,flamethrowers
home decor,slug,no,0.20011939108371735,low,home decor,slugs
animal,valve,no,0.11685584485530853,low,animals,valves
food,fast food,no,0.7992877960205078,high,food,fast foods
office supply,paintbrush,no,0.7190369963645935,high,office supplies,paintbrushes
seafood,eel,yes,0.5281620621681213,high,seafood,eels
clothing,toga,yes,0.8401142954826355,high,clothing,togas
tool,rooster,no,0.09350661188364029,low,tools,roosters
clothing,cheeseburger,no,0.1514425277709961,low,clothing,cheeseburgers
tool,pitchfork,yes,0.7770282030105591,high,tools,pitchforks
food,calzone,yes,0.7853583097457886,high,food,calzones
animal,stove,no,0.12340255826711655,low,animals,stoves
protective clothing,jacket,no,0.8276277780532837,high,protective clothing,jackets
weapon,orange,no,0.12416164577007294,low,weapons,oranges
mammal,turkey,no,0.8734948039054871,high,mammals,turkeys
food,kayak,no,0.14023417234420776,low,food,kayaks
kitchen tool,polar bear,no,0.09816676378250122,low,kitchen tools,polar bears
home decor,dollhouse,no,0.5386913418769836,high,home decor,dollhouses
animal,hedge,no,0.46118882298469543,high,animals,hedges
medical equipment,cane,yes,0.6244162321090698,high,medical equipment,canes
vegetable,blackberry,no,0.8462069630622864,high,vegetables,blackberries
tool,corkscrew,yes,0.8582783937454224,high,tools,corkscrews
food,espresso,no,0.6915584802627563,high,food,espresso
kitchen tool,horse,no,0.09498810768127441,low,kitchen tools,horses
weapon,trident,yes,0.7959848642349243,high,weapons,tridents
medical equipment,bok choy,no,0.11830902844667435,low,medical equipment,bok choys
food,clove,yes,0.7029639482498169,high,food,cloves
animal,cufflink,no,0.12373602390289307,low,animals,cufflinks
tool,wire cutters,yes,0.8996710181236267,high,tools,wire cutters
food,fig,yes,0.7915351986885071,high,food,figs
footwear,sandal,yes,0.9346334338188171,high,footwear,sandals
tool,combination lock,yes,0.6714848875999451,high,tools,combination locks
clothing,walnut,no,0.15641239285469055,low,clothing,walnuts
kitchen tool,chipmunk,no,0.09774163365364075,low,kitchen tools,chipmunks
medical equipment,bedpan,yes,0.5210880637168884,high,medical equipment,bedpans
food,sea urchin,no,0.43945053219795227,high,food,sea urchins
vegetable,green beans,yes,0.8417479395866394,high,vegetables,green beans
clothing,outfit,yes,0.8685751557350159,high,clothing,outfits
food,batter,yes,0.747732937335968,high,food,batters
clothing,tie,yes,0.8600531220436096,high,clothing,ties
tool,dagger,no,0.82078617811203,high,tools,daggers
accessory,button,yes,0.7188168168067932,low,accessories,buttons
home decor,gopher,no,0.1968805342912674,low,home decor,gophers
vegetable,shoe,no,0.09593258798122406,low,vegetables,shoes
food,poppy,yes,0.4967440664768219,high,food,poppies
animal,deer,yes,0.8821701407432556,high,animals,deers
bird,drill,no,0.08603455871343613,low,birds,drills
plant,locker,no,0.08286864310503006,low,plants,lockers
plant,parsley,yes,0.9545855522155762,high,plants,parsley
vehicle,train,yes,0.893912672996521,high,vehicles,trains
container,container,yes,1.0,high,containers,containers
mammal,bear,yes,0.9250406622886658,high,mammals,bears
vegetable,missile,no,0.09552992135286331,low,vegetables,missiles
musical instrument,wind chimes,no,0.7522618770599365,high,musical instruments,wind chimes
weapon,machine gun,yes,0.7767832279205322,high,weapons,machine guns
furniture,closet,yes,0.6798617243766785,high,furniture,closets
container,panda,no,0.11236713826656342,low,containers,pandas
dessert,mousse,yes,0.8346460461616516,low,desserts,mousse
medical equipment,plaster cast,no,0.6792087554931641,high,medical equipment,plaster casts
mammal,dog,yes,0.9165910482406616,high,mammals,dogs
tool,tongs,yes,0.7710739374160767,high,tools,tongs
animal,cheetah,yes,0.8705762028694153,high,animals,cheetahs
kitchen equipment,waffle iron,yes,0.8182422518730164,high,kitchen equipment,waffle irons
food,plaster cast,no,0.137352854013443,low,food,plaster casts
vegetable,artichoke,yes,0.8473242521286011,high,vegetables,artichokes
food,flan,yes,0.7848595380783081,high,food,flan
fastener,knot,yes,0.6428582072257996,low,fasteners,knots
weapon,bomb,yes,0.7281339764595032,high,weapons,bombs
animal,donkey,yes,0.8923792243003845,high,animals,donkeys
tool,brush,yes,0.531073272228241,low,tools,brushes
weapon,machine gun,no,0.7767832279205322,high,weapons,machine guns
medical equipment,eyedropper,yes,0.6113811731338501,high,medical equipment,eyedroppers
tool,charger,yes,0.6080829501152039,low,tools,chargers
food,cheeseburger,yes,0.7930779457092285,high,food,cheeseburgers
clothing,bolo tie,yes,0.8675216436386108,high,clothing,bolo ties
vehicle,gondola,yes,0.7682605981826782,high,vehicles,gondolas
outerwear,cordon bleu,no,0.13415205478668213,low,outerwear,cordon bleu sandwiches
breakfast,safety pin,no,0.10932842642068863,low,breakfasts,safety pins
food,birthday cake,no,0.6969444751739502,high,food,birthday cakes
fastener,paperclip,yes,0.7441912293434143,high,fasteners,paperclips
container,limousine,no,0.693544864654541,high,containers,limousines
school supply,marker,yes,0.7617524266242981,high,school supplies,markers
insect,bee,yes,0.9196684956550598,high,insects,bees
animal,clipper,no,0.39433544874191284,low,animals,clippers
food,string cheese,yes,0.6705769300460815,high,food,string cheese
tool,icepick,yes,0.7284128665924072,high,tools,icepicks
animal,throne,no,0.1204371303319931,low,animals,thrones
tool,coleslaw,no,0.0944468155503273,low,tools,coleslaws
home decor,squirrel,no,0.19773335754871368,low,home decor,squirrels
clothing,hood,no,0.8246482610702515,high,clothing,hoods
electronic device,sewing machine,yes,0.7196778655052185,high,electronic devices,sewing machines
animal,lamb chop,no,0.4345037341117859,high,animals,lamb chops
accessory,bowtie,yes,0.7875633835792542,high,accessories,bowties
food,hairdryer,no,0.1337215155363083,low,food,hairdryers
clothing,broccoli,no,0.1525459736585617,low,clothing,broccoli
dessert,cake mix,yes,0.7831892967224121,low,desserts,cake mixes
weapon,pug,no,0.12518876791000366,low,weapons,pugs
plant,lavender,yes,0.8727875351905823,high,plants,lavenders
food,biscuit,yes,0.8169625401496887,high,food,biscuits
clothing,hula hoop,no,0.6966498494148254,high,clothing,hula hoops
tool,cantaloupe,no,0.09441313147544861,low,tools,cantaloupes
animal,piglet,yes,0.868632972240448,high,animals,piglets
animal,antelope,yes,0.8923200964927673,high,animals,antelopes
plant,apple tree,no,0.9267861843109131,high,plants,apple trees
vehicle,peanut,no,0.10853968560695648,low,vehicles,peanuts
container,helicopter,no,0.6832585334777832,high,containers,helicopters
electronic device,cd player,yes,0.7991124987602234,high,electronic devices,cd players
water vehicle,cruise ship,no,0.958579421043396,high,water vehicles,cruise ships
food,latte,no,0.7458768486976624,high,food,lattes
kitchen tool,knife,yes,0.820841372013092,high,kitchen tools,knives
food,pillbox,no,0.44457417726516724,high,food,pillboxes
mammal,funnel,no,0.10076005011796951,low,mammals,funnels
tool,lizard,no,0.09779039025306702,low,tools,lizards
animal,swordfish,yes,0.8245975971221924,high,animals,swordfish
school supply,envelope,no,0.710623562335968,high,school supplies,envelopes
musical instrument,guitar,yes,0.9013742208480835,high,musical instruments,guitars
headwear,beanie,yes,0.853267252445221,high,headwear,beanies
toiletry,brush,no,0.67943274974823,high,toiletries,brushes
vegetable,cauliflower,yes,0.8769828677177429,high,vegetables,cauliflowers
food,lime,yes,0.7710866928100586,high,food,limes
toy,dollhouse,yes,0.6610327959060669,low,toys,dollhouses
animal,bus,no,0.12127520889043808,low,animals,buses
mammal,goose,no,0.906740665435791,high,mammals,geese
animal,pony,yes,0.8857157826423645,high,animals,ponies
home decor,poster,yes,0.37087973952293396,low,home decor,posters
food,dessert,yes,0.776127815246582,high,food,desserts
candy,wagon,no,0.0873742401599884,low,candy,wagons
home decor,cornucopia,yes,0.3214828073978424,low,home decor,cornucopias
musical instrument,ukulele,yes,0.8875367641448975,high,musical instruments,ukuleles
electronic device,turntable,yes,0.823936939239502,high,electronic devices,turntables
fruit,salad,no,0.8749983310699463,high,fruits,salads
weapon,spear,yes,0.7799075841903687,high,weapons,spears
bird,cd player,no,0.08648619800806046,low,birds,cd players
furniture,loveseat,yes,0.8235510587692261,high,furniture,loveseats
food,spam,yes,0.7460801005363464,high,food,spam
kitchen tool,timer,yes,0.6366882920265198,low,kitchen tools,timers
container,dumpster,yes,0.8171148896217346,high,containers,dumpsters
container,pitcher,yes,0.28898146748542786,low,containers,pitchers
insect,can,no,0.10302265733480453,low,insects,cans
mammal,light switch,no,0.10382497310638428,low,mammals,light switches
drink,coffee,yes,0.8783954977989197,low,drinks,coffee
furniture,sawhorse,no,0.6868102550506592,high,furniture,sawhorses
headwear,brownie,no,0.15592560172080994,low,headwear,brownies
accessory,handkerchief,yes,0.6851944327354431,low,accessories,handkerchiefs
food,tiara,no,0.12864375114440918,low,food,tiaras
electronic device,chainsaw,yes,0.6007941365242004,high,electronic devices,chainsaws
auto part,brake,yes,0.6905674338340759,high,auto parts,brakes
tool,hatchet,no,0.8158445358276367,high,tools,hatchets
food,weather vane,no,0.13377809524536133,low,food,weather vanes
food,mulberry,yes,0.7832313776016235,high,food,mulberries
livestock,earring,no,0.09353748708963394,low,livestocks,earrings
insect,cockroach,yes,0.9381534457206726,high,insects,cockroaches
fruit,defibrillator,no,0.08528924733400345,low,fruits,defibrillators
tool,rolling pin,yes,0.7153165936470032,high,tools,rolling pins
electronic device,hairdryer,yes,0.5593322515487671,high,electronic devices,hairdryers
bird,turkey,yes,0.8647947311401367,high,birds,turkeys
mammal,platypus,yes,0.8742384910583496,high,mammals,platypuses
tool,trashcan,no,0.7456841468811035,high,tools,trashcans
vegetable,gondola,no,0.09651295095682144,low,vegetables,gondolas
clothing,banana,no,0.15000289678573608,low,clothing,bananas
container,hearse,no,0.7097506523132324,high,containers,hearses
breakfast,cordon bleu,no,0.8803936839103699,high,breakfasts,cordon bleu sandwiches
fastener,piglet,no,0.11040696501731873,low,fasteners,piglets
sea animal,accordion,no,0.1056813895702362,low,sea animals,accordions
kitchen tool,icepick,yes,0.7397870421409607,high,kitchen tools,icepicks
garden tool,trowel,yes,0.8446471095085144,high,garden tools,trowels
plant,chive,yes,0.9195354580879211,high,plants,chives
animal,pocketknife,no,0.11955864727497101,low,animals,pocketknives
animal,chessboard,no,0.1220691129565239,low,animals,chessboards
vehicle,yacht,yes,0.8871228098869324,high,vehicles,yachts
livestock,chicken,yes,0.9204353094100952,high,livestocks,chicken
home decor,worm,no,0.19626590609550476,low,home decor,worms
livestock,warthog,no,0.9271902441978455,high,livestocks,warthogs
vegetable,pepper,yes,0.858296275138855,high,vegetables,peppers
game,highlighter,no,0.8598496317863464,high,games,highlighters
clothing,bikini,yes,0.7929018139839172,high,clothing,bikinis
animal,lip balm,no,0.12338639795780182,low,animals,lip balms
container,mouse,no,0.2969827651977539,low,containers,mice
home decor,birdhouse,yes,0.5021814703941345,low,home decor,birdhouses
mammal,groundhog,yes,0.9021685719490051,high,mammals,groundhogs
kitchen equipment,cooker,yes,0.8886160254478455,high,kitchen equipment,cookers
clothing,jeans,yes,0.8735591769218445,high,clothing,jeans
electronic device,pineapple,no,0.11591682583093643,low,electronic devices,pineapples
condiment,soy sauce,yes,0.7380411624908447,low,condiments,soy sauce
food,bell,no,0.13123758137226105,low,food,bells
tool,trowel,yes,0.8783044815063477,high,tools,trowels
animal,sheep,yes,0.8764517903327942,high,animals,sheeps
electronic device,printer,yes,0.7532224059104919,high,electronic devices,printers
weapon,dart,yes,0.7046412825584412,high,weapons,darts
animal,pencil,no,0.12333744019269943,low,animals,pencils
food,lettuce,yes,0.7584919333457947,high,food,lettuce
vegetable,brussels sprouts,yes,0.8664749264717102,high,vegetables,brussels sprouts
vehicle,jalapeno,no,0.10773428529500961,low,vehicles,jalapenoes
container,shortbread,no,0.10991301387548447,low,containers,shortbread
auto part,crab,no,0.09330691397190094,low,auto parts,crabs
vegetable,needle,no,0.09632877260446548,low,vegetables,needles
footwear,insole,no,0.9205006957054138,high,footwear,insoles
container,kettle,yes,0.323548823595047,low,containers,kettles
dessert,creme brulee,yes,0.8119989037513733,low,desserts,creme brulee
vehicle,spam,no,0.10821004956960678,low,vehicles,spam
fruit,olive,no,0.8817734718322754,high,fruits,olives
jewelry,bracelet,yes,0.8909915089607239,high,jewelry,bracelets
container,barrel,yes,0.640882670879364,low,containers,barrels
mammal,hippopotamus,yes,0.9057192206382751,high,mammals,hippos
furniture,sled,no,0.7086753249168396,high,furniture,sleds
sea animal,tape recorder,no,0.1058535948395729,low,sea animals,tape recorders
tool,gavel,yes,0.7119954228401184,high,tools,gavels
tool,hook,yes,0.7758458256721497,high,tools,hooks
toiletry,deodorant,yes,0.7849936485290527,high,toiletries,deodorants
mammal,raccoon,yes,0.9237666726112366,high,mammals,raccoons
bird,goose,yes,0.9151604771614075,high,birds,geese
outerwear,blazer,yes,0.845410168170929,high,outerwear,blazers
office supply,staple,yes,0.7212351560592651,high,office supplies,staples
drink,margarita,yes,0.9438925385475159,high,drinks,margaritas
animal,envelope,no,0.12163673341274261,low,animals,envelopes
clothing,souffle,no,0.15323475003242493,low,clothing,souffles
electronic device,toaster,yes,0.7620142102241516,high,electronic devices,toasters
insect,praying mantis,no,0.9368915557861328,high,insects,praying mantises
kitchen tool,wok,no,0.7331610918045044,high,kitchen tools,woks
food,mousse,yes,0.7610623836517334,high,food,mousse
protective clothing,face mask,yes,0.8122645616531372,high,protective clothing,face masks
school supply,binder,yes,0.730781078338623,high,school supplies,binders
furniture,curtain,no,0.6850543022155762,high,furniture,curtains
vegetable,bell pepper,yes,0.8636876940727234,high,vegetables,bell peppers
tool,lighter,yes,0.557155191898346,low,tools,lighter
clothing,quesadilla,no,0.155025914311409,low,clothing,quesadillas
drink,parfait,no,0.9030188322067261,high,drinks,parfaits
seafood,caviar,yes,0.7552964091300964,high,seafood,caviar
animal,watch,no,0.12172036617994308,low,animals,watches
seafood,clam,yes,0.8412646055221558,high,seafood,clams
bird,puffin,yes,0.9222451448440552,high,birds,puffins
insect,tarantula,no,0.9004930257797241,high,insects,tarantulas
toiletry,toilet paper,yes,0.6042442321777344,low,toiletries,toilet paper
furniture,piano,no,0.6851325035095215,high,furniture,pianos
furniture,recliner,yes,0.7915393710136414,high,furniture,recliners
weapon,hummus,no,0.1258591264486313,low,weapons,hummus
drink,sauce,no,0.8837462067604065,high,drinks,sauces
tool,can opener,yes,0.8472732305526733,high,tools,can openers
vehicle,lime,no,0.10589393973350525,low,vehicles,limes
weapon,bok choy,no,0.12414148449897766,low,weapons,bok choys
electronic device,grasshopper,no,0.10774438828229904,low,electronic devices,grasshoppers
tool,faucet,yes,0.7159130573272705,high,tools,faucets
container,mailbox,yes,0.652694582939148,low,containers,mailboxes
office supply,mint,no,0.10459364205598831,low,office supplies,mint
furniture,table,yes,0.8100293278694153,high,furniture,tables
kitchen tool,rat,no,0.09435940533876419,low,kitchen tools,rats
food,peanut butter,no,0.8086414933204651,high,food,peanut butter
tool,chicken,no,0.10098759084939957,low,tools,chicken
animal,letter opener,no,0.11692477762699127,low,animals,letter openers
tool,ladder,yes,0.8094516396522522,high,tools,ladders
food,dough,yes,0.7602007389068604,high,food,dough
vehicle,rim,no,0.7345001101493835,high,vehicles,rims
school supply,notepad,yes,0.7743629217147827,high,school supplies,notepads
food,crepe,yes,0.8170891404151917,high,food,crepes
fruit,kiwi,yes,0.8780423402786255,high,fruits,kiwis
container,sandbag,yes,0.5354076027870178,low,containers,sandbags
fastener,rubber band,yes,0.6314907073974609,low,fasteners,rubber bands
outerwear,scarf,yes,0.8545788526535034,high,outerwear,scarves
tool,keg,no,0.7936258316040039,high,tools,kegs
weapon,nutcracker,no,0.7148454189300537,high,weapons,nutcrackers
bird,raccoon,no,0.878602921962738,high,birds,raccoons
vehicle,cruise ship,yes,0.8835707306861877,high,vehicles,cruise ships
animal,duckling,yes,0.8815139532089233,high,animals,ducklings
container,bedpan,yes,0.3328385353088379,low,containers,bedpans
food,bacon,yes,0.7779992818832397,high,food,bacon
clothing,bow,no,0.74148029088974,high,clothing,bow
school supply,tostada,no,0.11453734338283539,low,school supplies,tostadas
food,pomegranate,yes,0.7838950157165527,high,food,pomegranates
container,buggy,no,0.7280420660972595,high,containers,buggies
mammal,modem,no,0.10138649493455887,low,mammals,modems
container,ashtray,yes,0.28695183992385864,low,containers,ashtrays
dessert,banana split,no,0.9025232195854187,high,desserts,banana splits
jewelry,hairpin,yes,0.9555941820144653,high,jewelry,hairpins
clothing,lab coat,yes,0.7786011099815369,high,clothing,lab coats
kitchen tool,measuring cup,yes,0.7646069526672363,high,kitchen tools,measuring cups
breakfast,marmalade,yes,0.7911126613616943,low,breakfasts,marmalade
vehicle,jeep,yes,0.8937604427337646,high,vehicles,jeeps
container,chest,no,0.7251085638999939,high,containers,chests
food,celery,yes,0.7569297552108765,high,food,celeries
container,paper bag,yes,0.40990734100341797,low,containers,paper bags
toiletry,goat,no,0.13412103056907654,low,toiletries,goats
school supply,goat,no,0.11438468098640442,low,school supplies,goats
home decor,bonsai,yes,0.4702337682247162,low,home decor,bonsai
dessert,sorbet,yes,0.8800122737884521,high,desserts,sorbets
food,spoon,no,0.41378042101860046,high,food,spoons
garden tool,shortbread,no,0.12823037803173065,low,garden tools,shortbread
electronic device,washing machine,no,0.7508009672164917,high,electronic devices,washing machines
candy,candy bar,yes,0.8173462152481079,low,candy,candy bars
food,crab,yes,0.43093836307525635,high,food,crabs
animal,bull,yes,0.8574959635734558,high,animals,bulls
home decor,potpourri,yes,0.515909731388092,low,home decor,potpourris
livestock,rabbit,yes,0.9273988604545593,high,livestocks,rabbits
container,coffee pot,yes,0.27928298711776733,low,containers,coffee pots
toiletry,panda,no,0.1329258531332016,low,toiletries,pandas
mammal,scanner,no,0.1005072072148323,low,mammals,scanners
tool,water heater,no,0.7383584380149841,high,tools,water heaters
auto part,bumper,yes,0.6725572943687439,high,auto parts,bumpers
food,fish,yes,0.3620176613330841,low,food,fish
breakfast,yogurt,yes,0.8101327419281006,low,breakfasts,yogurts
food,popsicle,yes,0.7230889201164246,high,food,popsicles
school supply,rack,no,0.7201915979385376,high,school supplies,racks
food,crayfish,yes,0.45521390438079834,high,food,crayfish
electronic device,centrifuge,yes,0.8056607842445374,high,electronic devices,centrifuges
medical equipment,floss,no,0.6782105565071106,high,medical equipment,flosses
insect,vise,no,0.10236881673336029,low,insects,vise
